index,Date,tot_positive,tot_tests,positive,tests
16087,2021-11-11,2211366.0,19503585.0,1237.0,47838.0
16114,2021-11-12,2212514.0,19552599.0,1148.0,49014.0
16141,2021-11-13,2213548.0,19599815.0,1034.0,47216.0
16168,2021-11-14,2214543.0,19641289.0,995.0,41474.0
16195,2021-11-15,2215373.0,19664890.0,830.0,23601.0
16222,2021-11-16,2216832.0,19107040.0,1459.0,-557850.0
16249,2021-11-17,2218202.0,19752740.0,1370.0,645700.0
16276,2021-11-18,2219617.0,19798022.0,1415.0,45282.0
16303,2021-11-19,2221154.0,19846203.0,1537.0,48181.0
16330,2021-11-20,2222879.0,19894374.0,1725.0,48171.0
16357,2021-11-21,2224344.0,19939334.0,1465.0,44960.0
16384,2021-11-22,2225117.0,19964326.0,773.0,24992.0
16411,2021-11-23,2226656.0,20008200.0,1539.0,43874.0
16438,2021-11-24,2228212.0,20059723.0,1556.0,51523.0
16465,2021-11-25,2229741.0,20109465.0,1529.0,49742.0
16492,2021-11-26,2231175.0,20157400.0,1434.0,47935.0
16519,2021-11-27,2232749.0,20204659.0,1574.0,47259.0
16546,2021-11-28,2234075.0,20249074.0,1326.0,44415.0
16573,2021-11-29,2234970.0,20273392.0,895.0,24318.0
16600,2021-11-30,2236351.0,20314089.0,1381.0,40697.0
16627,2021-12-01,2237842.0,20363118.0,1491.0,49029.0
16654,2021-12-02,2238821.0,20414072.0,979.0,50954.0
16681,2021-12-03,2241027.0,20463224.0,2206.0,49152.0
16708,2021-12-04,2242646.0,20511702.0,1619.0,48478.0
16735,2021-12-05,2243415.0,20555444.0,769.0,43742.0
16762,2021-12-06,2245146.0,20580665.0,1731.0,25221.0
16789,2021-12-07,2246633.0,20623407.0,1487.0,42742.0
16816,2021-12-08,2248447.0,20674445.0,1814.0,51038.0
16843,2021-12-09,2249671.0,20708063.0,1224.0,33618.0
16870,2021-12-10,2251027.0,20753581.0,1356.0,45518.0
16897,2021-12-11,2252846.0,20806885.0,1819.0,53304.0
16924,2021-12-12,2254373.0,20854234.0,1527.0,47349.0
16951,2021-12-13,2255318.0,20879254.0,945.0,25020.0
16978,2021-12-14,2256796.0,20921494.0,1478.0,42240.0
17005,2021-12-15,2258456.0,20969226.0,1660.0,47732.0
17032,2021-12-16,2260180.0,21022179.0,1724.0,52953.0
17059,2021-12-17,2261883.0,21074547.0,1703.0,52368.0
17086,2021-12-18,2263739.0,21125401.0,1856.0,50854.0
17113,2021-12-19,2265320.0,21169755.0,1581.0,44354.0
17140,2021-12-20,2266205.0,21192993.0,885.0,23238.0
17167,2021-12-21,2267715.0,21231952.0,1510.0,38959.0
17194,2021-12-22,2269497.0,21280472.0,1782.0,48520.0
17221,2021-12-23,2271549.0,21333592.0,2052.0,53120.0
17248,2021-12-24,2272885.0,21352702.0,1336.0,19110.0
17275,2021-12-25,2278807.0,21507541.0,5922.0,154839.0
17302,2021-12-26,2279299.0,21524736.0,492.0,17195.0
17329,2021-12-27,2281362.0,21550239.0,2063.0,25503.0
17356,2021-12-28,2283474.0,21591818.0,2112.0,41579.0
17383,2021-12-29,2287494.0,21656119.0,4020.0,64301.0
17410,2021-12-30,2292254.0,21725629.0,4760.0,69510.0
17437,2021-12-31,2296831.0,21790289.0,4577.0,64660.0
17464,2022-01-01,2301177.0,21843645.0,4346.0,53356.0
17491,2022-01-02,2302678.0,21861790.0,1501.0,18145.0
17518,2022-01-03,2304674.0,21881553.0,1996.0,19763.0
17545,2022-01-04,2309856.0,21929599.0,5182.0,48046.0
17572,2022-01-05,2318543.0,21999418.0,8687.0,69819.0
17599,2022-01-06,2329717.0,22086761.0,11174.0,87343.0
17626,2022-01-07,2342550.0,22173887.0,12833.0,87126.0
17653,2022-01-08,2358685.0,22270297.0,16135.0,96410.0
17680,2022-01-09,2375813.0,22368752.0,17128.0,98455.0
17707,2022-01-10,2388289.0,22424563.0,12476.0,55811.0
17734,2022-01-11,2412577.0,22544032.0,24288.0,119469.0
17761,2022-01-12,2440349.0,22674737.0,27772.0,130705.0
17788,2022-01-13,2473709.0,22824009.0,33360.0,149272.0
17815,2022-01-14,2512789.0,22974449.0,39080.0,150440.0
17842,2022-01-15,2562534.0,23133453.0,49745.0,159004.0
17869,2022-01-16,2606126.0,23289858.0,43592.0,156405.0
17896,2022-01-17,2631826.0,23372578.0,25700.0,82720.0
17923,2022-01-18,2668224.0,23488903.0,36398.0,116325.0
17950,2022-01-19,2723166.0,23656156.0,54942.0,167253.0
17977,2022-01-20,2780049.0,23825355.0,56883.0,169199.0
18004,2022-01-21,2839519.0,23995453.0,59470.0,170098.0
18031,2022-01-22,2894215.0,24166026.0,54696.0,170573.0
18058,2022-01-23,2946151.0,24325873.0,51936.0,159847.0
