Date,N_ANT_POSITIVOS,N_ANT,N_PCR_POSITIVOS,N_PCR
2020-07-17,0,0,34,939
2020-07-17,0,0,3,72
2020-07-17,0,0,7,687
2020-07-17,0,0,2,155
2020-07-17,0,0,1,658
2020-07-17,0,0,1,96
2020-07-17,0,0,10,465
2020-07-17,0,0,1,639
2020-07-17,0,0,5,458
2020-07-17,0,0,3,145
2020-07-17,0,0,0,115
2020-07-17,0,0,58,1547
2020-07-17,0,0,19,726
2020-07-17,0,0,32,894
2020-07-17,0,0,0,45
2020-07-17,0,0,175,6020
2020-07-17,0,0,8,353
2020-07-17,0,0,203,985
2020-07-17,0,0,2,385
2020-07-17,0,0,4,219
2020-07-17,0,0,101,445
2020-07-17,0,0,0,64
2020-07-17,0,0,10,230
2020-07-17,0,0,32,637
2020-07-17,0,0,42,839
2020-07-17,0,0,56,2391
2020-07-17,0,0,27,394
2020-07-17,0,0,0,407
2020-07-17,0,0,1,384
2020-07-17,0,0,5,140
2020-07-17,0,0,46,843
2020-07-17,0,0,11,466
2020-07-17,0,0,0,15
2020-07-17,0,0,5,377
2020-07-17,0,0,11,642
2020-07-17,0,0,2,149
2020-07-17,0,0,56,1745
2020-07-17,0,0,822,8941
2020-07-17,0,0,19,1325
2020-07-17,0,0,15,499
2020-07-17,0,0,2,1072
2020-07-17,0,0,12,574
2020-07-17,0,0,11,560
2020-07-17,0,0,29,1091
2020-07-17,0,0,1,302
2020-07-17,0,0,208,1805
2020-07-16,0,0,0,76
2020-07-16,0,0,184,1549
2020-07-16,0,0,0,81
2020-07-16,0,0,7,452
2020-07-16,0,0,65,1644
2020-07-16,0,0,1,379
2020-07-16,0,0,21,125
2020-07-16,0,0,22,625
2020-07-16,0,0,10,60
2020-07-16,0,0,5,575
2020-07-16,0,0,6,119
2020-07-16,0,0,1,484
2020-07-16,0,0,2,144
2020-07-16,0,0,3,639
2020-07-16,0,0,1,679
2020-07-16,0,0,3,412
2020-07-16,0,0,4,155
2020-07-16,0,0,0,109
2020-07-16,0,0,62,1277
2020-07-16,0,0,4,660
2020-07-16,0,0,25,927
2020-07-16,0,0,0,40
2020-07-16,0,0,126,5193
2020-07-16,0,0,10,571
2020-07-16,0,0,283,1278
2020-07-16,0,0,1,234
2020-07-16,0,0,4,191
2020-07-16,0,0,78,415
2020-07-16,0,0,0,37
2020-07-16,0,0,3,211
2020-07-16,0,0,28,650
2020-07-16,0,0,35,579
2020-07-16,0,0,40,2703
2020-07-16,0,0,13,223
2020-07-16,0,0,1,423
2020-07-16,0,0,8,284
2020-07-16,0,0,1,166
2020-07-16,0,0,10,1105
2020-07-16,0,0,16,367
2020-07-16,0,0,0,32
2020-07-16,0,0,0,275
2020-07-16,0,0,3,651
2020-07-16,0,0,6,202
2020-07-16,0,0,23,1613
2020-07-16,0,0,567,7259
2020-07-16,0,0,20,1020
2020-07-16,0,0,16,438
2020-07-16,0,0,0,1217
2020-07-16,0,0,7,603
2020-07-16,0,0,23,384
2020-07-16,0,0,16,1252
2020-07-16,0,0,13,302
2020-07-16,0,0,202,2117
2020-07-15,0,0,0,175
2020-07-15,0,0,225,1680
2020-07-15,0,0,0,106
2020-07-15,0,0,7,556
2020-07-15,0,0,55,2301
2020-07-15,0,0,5,415
2020-07-15,0,0,19,121
2020-07-15,0,0,27,638
2020-07-15,0,0,7,103
2020-07-15,0,0,11,735
2020-07-15,0,0,2,144
2020-07-15,0,0,4,610
2020-07-15,0,0,0,272
2020-07-15,0,0,4,419
2020-07-15,0,0,3,664
2020-07-15,0,0,9,482
2020-07-15,0,0,4,142
2020-07-15,0,0,0,665
2020-07-15,0,0,55,1313
2020-07-15,0,0,9,907
2020-07-15,0,0,5,1077
2020-07-15,0,0,0,39
2020-07-15,0,0,122,6057
2020-07-15,0,0,11,360
2020-07-15,0,0,345,1379
2020-07-15,0,0,3,304
2020-07-15,0,0,2,318
2020-07-15,0,0,82,299
2020-07-15,0,0,0,44
2020-07-15,0,0,2,173
2020-07-15,0,0,20,675
2020-07-15,0,0,26,536
2020-07-15,0,0,30,1829
2020-07-15,0,0,0,199
2020-07-15,0,0,0,464
2020-07-15,0,0,5,275
2020-07-15,0,0,0,135
2020-07-15,0,0,3,968
2020-07-15,0,0,7,470
2020-07-15,0,0,0,34
2020-07-15,0,0,7,429
2020-07-15,0,0,2,775
2020-07-15,0,0,1,208
2020-07-15,0,0,24,1772
2020-07-15,0,0,474,6916
2020-07-15,0,0,19,1199
2020-07-15,0,0,9,508
2020-07-15,0,0,0,1204
2020-07-15,0,0,7,562
2020-07-15,0,0,18,343
2020-07-15,0,0,10,1637
2020-07-15,0,0,4,363
2020-07-15,0,0,132,1538
2020-07-14,0,0,0,141
2020-07-14,0,0,144,1225
2020-07-14,0,0,0,135
2020-07-14,0,0,12,530
2020-07-14,0,0,23,2036
2020-07-14,0,0,5,422
2020-07-14,0,0,8,130
2020-07-14,0,0,15,621
2020-07-14,0,0,3,120
2020-07-14,0,0,2,895
2020-07-14,0,0,3,162
2020-07-14,0,0,5,731
2020-07-14,0,0,4,240
2020-07-14,0,0,8,502
2020-07-14,0,0,3,677
2020-07-14,0,0,5,422
2020-07-14,0,0,1,109
2020-07-14,0,0,0,722
2020-07-14,0,0,18,949
2020-07-14,0,0,8,648
2020-07-14,0,0,12,1132
2020-07-14,0,0,1,30
2020-07-14,0,0,92,6109
2020-07-14,0,0,4,334
2020-07-14,0,0,249,1299
2020-07-14,0,0,4,365
2020-07-14,0,0,4,250
2020-07-14,0,0,104,565
2020-07-14,0,0,0,70
2020-07-14,0,0,3,224
2020-07-14,0,0,29,692
2020-07-14,0,0,53,769
2020-07-14,0,0,33,1323
2020-07-14,0,0,0,201
2020-07-14,0,0,2,608
2020-07-14,0,0,6,299
2020-07-14,0,0,1,135
2020-07-14,0,0,2,1005
2020-07-14,0,0,27,472
2020-07-14,0,0,0,36
2020-07-14,0,0,1,334
2020-07-14,0,0,6,662
2020-07-14,0,0,0,275
2020-07-14,0,0,12,1694
2020-07-14,0,0,436,6109
2020-07-14,0,0,15,1385
2020-07-14,0,0,4,620
2020-07-14,0,0,0,1167
2020-07-14,0,0,8,511
2020-07-14,0,0,58,408
2020-07-14,0,0,15,1090
2020-07-14,0,0,5,250
2020-07-14,0,0,125,1496
2020-07-13,0,0,1,114
2020-07-13,0,0,111,1179
2020-07-13,0,0,0,71
2020-07-13,0,0,6,551
2020-07-13,0,0,31,1691
2020-07-13,0,0,5,380
2020-07-13,0,0,5,86
2020-07-13,0,0,18,539
2020-07-13,0,0,1,107
2020-07-13,0,0,0,490
2020-07-13,0,0,6,156
2020-07-13,0,0,1,650
2020-07-13,0,0,1,211
2020-07-13,0,0,2,422
2020-07-13,0,0,1,660
2020-07-13,0,0,38,379
2020-07-13,0,0,0,137
2020-07-13,0,0,0,833
2020-07-13,0,0,21,795
2020-07-13,0,0,5,596
2020-07-13,0,0,3,727
2020-07-13,0,0,1,21
2020-07-13,0,0,65,4203
2020-07-13,0,0,1,137
2020-07-13,0,0,187,955
2020-07-13,0,0,1,337
2020-07-13,0,0,4,272
2020-07-13,0,0,9,177
2020-07-13,0,0,0,80
2020-07-13,0,0,4,206
2020-07-13,0,0,17,516
2020-07-13,0,0,22,619
2020-07-13,0,0,13,697
2020-07-13,0,0,1,128
2020-07-13,0,0,3,406
2020-07-13,0,0,1,288
2020-07-13,0,0,1,146
2020-07-13,0,0,2,959
2020-07-13,0,0,8,386
2020-07-13,0,0,0,41
2020-07-13,0,0,4,276
2020-07-13,0,0,2,641
2020-07-13,0,0,0,304
2020-07-13,0,0,11,1104
2020-07-13,0,0,331,4677
2020-07-13,0,0,12,1221
2020-07-13,0,0,8,548
2020-07-13,0,0,5,1024
2020-07-13,0,0,2,441
2020-07-13,0,0,12,319
2020-07-13,0,0,2,844
2020-07-13,0,0,3,284
2020-07-13,0,0,78,971
2020-07-12,0,0,1,70
2020-07-12,0,0,27,251
2020-07-12,0,0,0,36
2020-07-12,0,0,5,115
2020-07-12,0,0,5,514
2020-07-12,0,0,0,144
2020-07-12,0,0,1,44
2020-07-12,0,0,5,141
2020-07-12,0,0,3,58
2020-07-12,0,0,0,304
2020-07-12,0,0,0,64
2020-07-12,0,0,1,301
2020-07-12,0,0,2,153
2020-07-12,0,0,4,260
2020-07-12,0,0,2,581
2020-07-12,0,0,0,218
2020-07-12,0,0,1,43
2020-07-12,0,0,0,406
2020-07-12,0,0,10,393
2020-07-12,0,0,2,276
2020-07-12,0,0,11,700
2020-07-12,0,0,0,25
2020-07-12,0,0,34,1634
2020-07-12,0,0,2,371
2020-07-12,0,0,121,593
2020-07-12,0,0,1,105
2020-07-12,0,0,2,62
2020-07-12,0,0,2,52
2020-07-12,0,0,0,18
2020-07-12,0,0,1,54
2020-07-12,0,0,1,332
2020-07-12,0,0,5,208
2020-07-12,0,0,8,628
2020-07-12,0,0,0,118
2020-07-12,0,0,2,213
2020-07-12,0,0,1,107
2020-07-12,0,0,0,25
2020-07-12,0,0,3,489
2020-07-12,0,0,2,168
2020-07-12,0,0,0,6
2020-07-12,0,0,2,137
2020-07-12,0,0,1,207
2020-07-12,0,0,0,69
2020-07-12,0,0,11,612
2020-07-12,0,0,76,1666
2020-07-12,0,0,5,652
2020-07-12,0,0,17,356
2020-07-12,0,0,0,669
2020-07-12,0,0,4,269
2020-07-12,0,0,10,253
2020-07-12,0,0,0,438
2020-07-12,0,0,2,78
2020-07-12,0,0,39,608
2020-07-11,0,0,1,114
2020-07-11,0,0,30,476
2020-07-11,0,0,0,24
2020-07-11,0,0,8,163
2020-07-11,0,0,18,1220
2020-07-11,0,0,4,284
2020-07-11,0,0,1,39
2020-07-11,0,0,7,270
2020-07-11,0,0,5,99
2020-07-11,0,0,0,498
2020-07-11,0,0,2,27
2020-07-11,0,0,1,431
2020-07-11,0,0,1,211
2020-07-11,0,0,5,252
2020-07-11,0,0,1,971
2020-07-11,0,0,0,386
2020-07-11,0,0,1,71
2020-07-11,0,0,0,389
2020-07-11,0,0,38,923
2020-07-11,0,0,1,591
2020-07-11,0,0,19,849
2020-07-11,0,0,0,22
2020-07-11,0,0,56,3721
2020-07-11,0,0,4,677
2020-07-11,0,0,159,526
2020-07-11,0,0,150,739
2020-07-11,0,0,0,186
2020-07-11,0,0,17,153
2020-07-11,0,0,0,18
2020-07-11,0,0,0,70
2020-07-11,0,0,12,552
2020-07-11,0,0,3,237
2020-07-11,0,0,15,1118
2020-07-11,0,0,2,176
2020-07-11,0,0,0,306
2020-07-11,0,0,1,110
2020-07-11,0,0,2,74
2020-07-11,0,0,2,844
2020-07-11,0,0,12,338
2020-07-11,0,0,0,6
2020-07-11,0,0,6,221
2020-07-11,0,0,3,285
2020-07-11,0,0,1,164
2020-07-11,0,0,10,1403
2020-07-11,0,0,81,2322
2020-07-11,0,0,17,1005
2020-07-11,0,0,16,420
2020-07-11,0,0,1,826
2020-07-11,0,0,3,422
2020-07-11,0,0,21,371
2020-07-11,0,0,8,890
2020-07-11,0,0,3,202
2020-07-11,0,0,50,743
2020-07-10,0,0,3,114
2020-07-10,0,0,96,1226
2020-07-10,0,0,1,144
2020-07-10,0,0,6,567
2020-07-10,0,0,17,1741
2020-07-10,0,0,5,391
2020-07-10,0,0,3,96
2020-07-10,0,0,17,645
2020-07-10,0,0,2,81
2020-07-10,0,0,0,686
2020-07-10,0,0,4,186
2020-07-10,0,0,1,582
2020-07-10,0,0,1,188
2020-07-10,0,0,19,319
2020-07-10,0,0,0,769
2020-07-10,0,0,30,534
2020-07-10,0,0,0,164
2020-07-10,0,0,1,741
2020-07-10,0,0,32,820
2020-07-10,0,0,13,582
2020-07-10,0,0,10,838
2020-07-10,0,0,1,43
2020-07-10,0,0,94,5925
2020-07-10,0,0,6,247
2020-07-10,0,0,261,1130
2020-07-10,0,0,4,389
2020-07-10,0,0,1,214
2020-07-10,0,0,33,347
2020-07-10,0,0,0,83
2020-07-10,0,0,4,215
2020-07-10,0,0,9,643
2020-07-10,0,0,51,699
2020-07-10,0,0,21,1351
2020-07-10,0,0,0,178
2020-07-10,0,0,2,608
2020-07-10,0,0,0,219
2020-07-10,0,0,0,168
2020-07-10,0,0,1,984
2020-07-10,0,0,9,349
2020-07-10,0,0,0,21
2020-07-10,0,0,6,401
2020-07-10,0,0,1,681
2020-07-10,0,0,1,308
2020-07-10,0,0,23,1391
2020-07-10,0,0,431,6295
2020-07-10,0,0,11,1141
2020-07-10,0,0,49,485
2020-07-10,0,0,1,989
2020-07-10,0,0,2,477
2020-07-10,0,0,38,389
2020-07-10,0,0,4,1102
2020-07-10,0,0,2,279
2020-07-10,0,0,92,1258
2020-07-09,0,0,6,160
2020-07-09,0,0,61,886
2020-07-09,0,0,0,77
2020-07-09,0,0,11,468
2020-07-09,0,0,28,1719
2020-07-09,0,0,8,287
2020-07-09,0,0,3,90
2020-07-09,0,0,14,485
2020-07-09,0,0,4,42
2020-07-09,0,0,3,571
2020-07-09,0,0,2,121
2020-07-09,0,0,3,482
2020-07-09,0,0,1,215
2020-07-09,0,0,2,314
2020-07-09,0,0,2,930
2020-07-09,0,0,2,463
2020-07-09,0,0,0,108
2020-07-09,0,0,2,683
2020-07-09,0,0,30,694
2020-07-09,0,0,5,574
2020-07-09,0,0,12,938
2020-07-09,0,0,0,28
2020-07-09,0,0,91,5467
2020-07-09,0,0,34,294
2020-07-09,0,0,235,1104
2020-07-09,0,0,0,224
2020-07-09,0,0,3,172
2020-07-09,0,0,29,313
2020-07-09,0,0,0,95
2020-07-09,0,0,3,193
2020-07-09,0,0,42,971
2020-07-09,0,0,41,533
2020-07-09,0,0,18,1451
2020-07-09,0,0,3,156
2020-07-09,0,0,4,423
2020-07-09,0,0,1,333
2020-07-09,0,0,0,104
2020-07-09,0,0,0,937
2020-07-09,0,0,11,335
2020-07-09,0,0,0,22
2020-07-09,0,0,4,319
2020-07-09,0,0,2,571
2020-07-09,0,0,0,165
2020-07-09,0,0,8,1190
2020-07-09,0,0,248,4675
2020-07-09,0,0,9,1021
2020-07-09,0,0,28,458
2020-07-09,0,0,1,1381
2020-07-09,0,0,7,590
2020-07-09,0,0,7,241
2020-07-09,0,0,2,976
2020-07-09,0,0,2,319
2020-07-09,0,0,86,1141
2020-07-08,0,0,1,77
2020-07-08,0,0,40,886
2020-07-08,0,0,1,114
2020-07-08,0,0,13,535
2020-07-08,0,0,22,2014
2020-07-08,0,0,4,435
2020-07-08,0,0,2,77
2020-07-08,0,0,6,505
2020-07-08,0,0,2,106
2020-07-08,0,0,1,668
2020-07-08,0,0,2,139
2020-07-08,0,0,1,623
2020-07-08,0,0,0,237
2020-07-08,0,0,1,342
2020-07-08,0,0,3,985
2020-07-08,0,0,8,544
2020-07-08,0,0,3,136
2020-07-08,0,0,1,552
2020-07-08,0,0,7,575
2020-07-08,0,0,2,671
2020-07-08,0,0,11,1053
2020-07-08,0,0,0,35
2020-07-08,0,0,83,5809
2020-07-08,0,0,22,272
2020-07-08,0,0,233,991
2020-07-08,0,0,2,289
2020-07-08,0,0,2,345
2020-07-08,0,0,35,279
2020-07-08,0,0,0,53
2020-07-08,0,0,6,178
2020-07-08,0,0,23,910
2020-07-08,0,0,18,546
2020-07-08,0,0,17,1730
2020-07-08,0,0,3,185
2020-07-08,0,0,0,458
2020-07-08,0,0,1,108
2020-07-08,0,0,1,212
2020-07-08,0,0,1,1061
2020-07-08,0,0,18,498
2020-07-08,0,0,0,31
2020-07-08,0,0,13,446
2020-07-08,0,0,0,732
2020-07-08,0,0,4,395
2020-07-08,0,0,7,1624
2020-07-08,0,0,193,4820
2020-07-08,0,0,11,1073
2020-07-08,0,0,9,417
2020-07-08,0,0,1,1420
2020-07-08,0,0,12,632
2020-07-08,0,0,15,337
2020-07-08,0,0,5,1032
2020-07-08,0,0,1,310
2020-07-08,0,0,60,1170
2020-07-07,0,0,0,126
2020-07-07,0,0,30,817
2020-07-07,0,0,0,131
2020-07-07,0,0,3,584
2020-07-07,0,0,28,1835
2020-07-07,0,0,3,388
2020-07-07,0,0,2,111
2020-07-07,0,0,11,493
2020-07-07,0,0,8,108
2020-07-07,0,0,0,862
2020-07-07,0,0,7,167
2020-07-07,0,0,1,697
2020-07-07,0,0,1,304
2020-07-07,0,0,2,317
2020-07-07,0,0,0,891
2020-07-07,0,0,1,414
2020-07-07,0,0,2,162
2020-07-07,0,0,0,634
2020-07-07,0,0,7,540
2020-07-07,0,0,4,773
2020-07-07,0,0,10,814
2020-07-07,0,0,0,24
2020-07-07,0,0,117,6553
2020-07-07,0,0,39,647
2020-07-07,0,0,189,895
2020-07-07,0,0,3,322
2020-07-07,0,0,0,296
2020-07-07,0,0,34,225
2020-07-07,0,0,0,43
2020-07-07,0,0,1,182
2020-07-07,0,0,22,716
2020-07-07,0,0,15,582
2020-07-07,0,0,21,2228
2020-07-07,0,0,0,184
2020-07-07,0,0,0,526
2020-07-07,0,0,5,344
2020-07-07,0,0,1,188
2020-07-07,0,0,1,937
2020-07-07,0,0,14,422
2020-07-07,0,0,0,36
2020-07-07,0,0,2,361
2020-07-07,0,0,14,716
2020-07-07,0,0,0,173
2020-07-07,0,0,9,1311
2020-07-07,0,0,202,5494
2020-07-07,0,0,10,1595
2020-07-07,0,0,10,465
2020-07-07,0,0,1,1318
2020-07-07,0,0,10,807
2020-07-07,0,0,8,365
2020-07-07,0,0,10,1070
2020-07-07,0,0,0,314
2020-07-07,0,0,60,1084
2020-07-06,0,0,0,157
2020-07-06,0,0,21,858
2020-07-06,0,0,0,69
2020-07-06,0,0,7,511
2020-07-06,0,0,15,1633
2020-07-06,0,0,1,341
2020-07-06,0,0,9,104
2020-07-06,0,0,1,339
2020-07-06,0,0,4,133
2020-07-06,0,0,1,563
2020-07-06,0,0,4,149
2020-07-06,0,0,2,501
2020-07-06,0,0,0,203
2020-07-06,0,0,2,284
2020-07-06,0,0,4,666
2020-07-06,0,0,1,406
2020-07-06,0,0,5,160
2020-07-06,0,0,0,476
2020-07-06,0,0,6,435
2020-07-06,0,0,1,602
2020-07-06,0,0,4,639
2020-07-06,0,0,0,33
2020-07-06,0,0,56,4104
2020-07-06,0,0,4,189
2020-07-06,0,0,82,512
2020-07-06,0,0,6,364
2020-07-06,0,0,1,239
2020-07-06,0,0,34,269
2020-07-06,0,0,0,71
2020-07-06,0,0,6,201
2020-07-06,0,0,9,706
2020-07-06,0,0,16,501
2020-07-06,0,0,13,955
2020-07-06,0,0,1,181
2020-07-06,0,0,1,425
2020-07-06,0,0,1,234
2020-07-06,0,0,0,72
2020-07-06,0,0,0,803
2020-07-06,0,0,3,271
2020-07-06,0,0,0,44
2020-07-06,0,0,3,358
2020-07-06,0,0,0,675
2020-07-06,0,0,0,237
2020-07-06,0,0,6,1291
2020-07-06,0,0,98,3615
2020-07-06,0,0,4,982
2020-07-06,0,0,6,393
2020-07-06,0,0,0,927
2020-07-06,0,0,0,295
2020-07-06,0,0,4,334
2020-07-06,0,0,2,659
2020-07-06,0,0,0,287
2020-07-06,0,0,33,871
2020-07-05,0,0,0,39
2020-07-05,0,0,5,210
2020-07-05,0,0,0,68
2020-07-05,0,0,0,154
2020-07-05,0,0,6,527
2020-07-05,0,0,2,160
2020-07-05,0,0,1,46
2020-07-05,0,0,4,97
2020-07-05,0,0,0,15
2020-07-05,0,0,0,410
2020-07-05,0,0,1,53
2020-07-05,0,0,0,261
2020-07-05,0,0,1,163
2020-07-05,0,0,0,160
2020-07-05,0,0,1,607
2020-07-05,0,0,0,225
2020-07-05,0,0,1,63
2020-07-05,0,0,0,244
2020-07-05,0,0,9,372
2020-07-05,0,0,0,308
2020-07-05,0,0,2,502
2020-07-05,0,0,0,20
2020-07-05,0,0,26,1704
2020-07-05,0,0,22,593
2020-07-05,0,0,71,233
2020-07-05,0,0,0,80
2020-07-05,0,0,0,58
2020-07-05,0,0,2,48
2020-07-05,0,0,0,18
2020-07-05,0,0,1,45
2020-07-05,0,0,6,303
2020-07-05,0,0,2,162
2020-07-05,0,0,3,439
2020-07-05,0,0,0,58
2020-07-05,0,0,0,200
2020-07-05,0,0,0,88
2020-07-05,0,0,1,43
2020-07-05,0,0,0,656
2020-07-05,0,0,3,227
2020-07-05,0,0,0,6
2020-07-05,0,0,1,192
2020-07-05,0,0,0,171
2020-07-05,0,0,0,74
2020-07-05,0,0,2,405
2020-07-05,0,0,29,1160
2020-07-05,0,0,6,465
2020-07-05,0,0,2,200
2020-07-05,0,0,0,729
2020-07-05,0,0,4,332
2020-07-05,0,0,3,222
2020-07-05,0,0,0,445
2020-07-05,0,0,1,98
2020-07-05,0,0,37,447
2020-07-04,0,0,2,132
2020-07-04,0,0,10,340
2020-07-04,0,0,2,43
2020-07-04,0,0,1,291
2020-07-04,0,0,7,1272
2020-07-04,0,0,6,336
2020-07-04,0,0,3,62
2020-07-04,0,0,4,122
2020-07-04,0,0,1,65
2020-07-04,0,0,0,472
2020-07-04,0,0,9,40
2020-07-04,0,0,1,666
2020-07-04,0,0,0,89
2020-07-04,0,0,0,242
2020-07-04,0,0,0,654
2020-07-04,0,0,2,351
2020-07-04,0,0,0,50
2020-07-04,0,0,0,160
2020-07-04,0,0,5,414
2020-07-04,0,0,1,691
2020-07-04,0,0,8,784
2020-07-04,0,0,0,32
2020-07-04,0,0,65,3650
2020-07-04,0,0,25,459
2020-07-04,0,0,83,253
2020-07-04,0,0,0,113
2020-07-04,0,0,0,306
2020-07-04,0,0,4,116
2020-07-04,0,0,0,17
2020-07-04,0,0,1,92
2020-07-04,0,0,8,473
2020-07-04,0,0,5,195
2020-07-04,0,0,3,713
2020-07-04,0,0,0,151
2020-07-04,0,0,3,367
2020-07-04,0,0,0,106
2020-07-04,0,0,0,98
2020-07-04,0,0,2,958
2020-07-04,0,0,10,262
2020-07-04,0,0,0,9
2020-07-04,0,0,1,163
2020-07-04,0,0,0,268
2020-07-04,0,0,1,219
2020-07-04,0,0,9,1078
2020-07-04,0,0,64,1764
2020-07-04,0,0,5,827
2020-07-04,0,0,4,171
2020-07-04,0,0,0,756
2020-07-04,0,0,3,414
2020-07-04,0,0,2,270
2020-07-04,0,0,3,793
2020-07-04,0,0,4,266
2020-07-04,0,0,27,753
2020-07-03,0,0,1,127
2020-07-03,0,0,19,877
2020-07-03,0,0,1,189
2020-07-03,0,0,3,518
2020-07-03,0,0,18,1540
2020-07-03,0,0,5,298
2020-07-03,0,0,4,116
2020-07-03,0,0,7,417
2020-07-03,0,0,3,102
2020-07-03,0,0,0,688
2020-07-03,0,0,3,201
2020-07-03,0,0,0,455
2020-07-03,0,0,1,189
2020-07-03,0,0,2,272
2020-07-03,0,0,0,875
2020-07-03,0,0,34,596
2020-07-03,0,0,4,167
2020-07-03,0,0,0,437
2020-07-03,0,0,5,776
2020-07-03,0,0,5,602
2020-07-03,0,0,3,834
2020-07-03,0,0,0,33
2020-07-03,0,0,98,6713
2020-07-03,0,0,30,472
2020-07-03,0,0,166,658
2020-07-03,0,0,4,335
2020-07-03,0,0,0,185
2020-07-03,0,0,24,326
2020-07-03,0,0,0,63
2020-07-03,0,0,8,258
2020-07-03,0,0,16,686
2020-07-03,0,0,17,648
2020-07-03,0,0,6,618
2020-07-03,0,0,2,174
2020-07-03,0,0,0,488
2020-07-03,0,0,7,247
2020-07-03,0,0,5,126
2020-07-03,0,0,3,1193
2020-07-03,0,0,9,403
2020-07-03,0,0,0,42
2020-07-03,0,0,2,389
2020-07-03,0,0,15,814
2020-07-03,0,0,0,210
2020-07-03,0,0,12,1233
2020-07-03,0,0,167,5545
2020-07-03,0,0,4,1060
2020-07-03,0,0,8,447
2020-07-03,0,0,0,1098
2020-07-03,0,0,5,564
2020-07-03,0,0,10,372
2020-07-03,0,0,7,1048
2020-07-03,0,0,4,332
2020-07-03,0,0,47,1147
2020-07-02,0,0,2,127
2020-07-02,0,0,15,669
2020-07-02,0,0,0,105
2020-07-02,0,0,12,524
2020-07-02,0,0,28,1647
2020-07-02,0,0,9,297
2020-07-02,0,0,0,62
2020-07-02,0,0,5,390
2020-07-02,0,0,1,64
2020-07-02,0,0,0,479
2020-07-02,0,0,5,148
2020-07-02,0,0,0,481
2020-07-02,0,0,4,194
2020-07-02,0,0,0,284
2020-07-02,0,0,0,798
2020-07-02,0,0,1,441
2020-07-02,0,0,2,145
2020-07-02,0,0,0,474
2020-07-02,0,0,8,912
2020-07-02,0,0,1,702
2020-07-02,0,0,8,809
2020-07-02,0,0,0,37
2020-07-02,0,0,86,5290
2020-07-02,0,0,11,329
2020-07-02,0,0,140,486
2020-07-02,0,0,3,326
2020-07-02,0,0,2,353
2020-07-02,0,0,16,231
2020-07-02,0,0,0,38
2020-07-02,0,0,3,187
2020-07-02,0,0,6,758
2020-07-02,0,0,10,478
2020-07-02,0,0,4,946
2020-07-02,0,0,0,167
2020-07-02,0,0,2,403
2020-07-02,0,0,1,221
2020-07-02,0,0,3,193
2020-07-02,0,0,1,1539
2020-07-02,0,0,9,391
2020-07-02,0,0,0,30
2020-07-02,0,0,5,338
2020-07-02,0,0,1,645
2020-07-02,0,0,1,342
2020-07-02,0,0,10,1152
2020-07-02,0,0,126,4022
2020-07-02,0,0,4,996
2020-07-02,0,0,4,318
2020-07-02,0,0,1,1147
2020-07-02,0,0,6,693
2020-07-02,0,0,2,205
2020-07-02,0,0,3,870
2020-07-02,0,0,2,251
2020-07-02,0,0,41,1011
2020-07-01,0,0,0,158
2020-07-01,0,0,10,767
2020-07-01,0,0,3,78
2020-07-01,0,0,8,782
2020-07-01,0,0,9,1572
2020-07-01,0,0,8,385
2020-07-01,0,0,1,93
2020-07-01,0,0,6,454
2020-07-01,0,0,4,101
2020-07-01,0,0,0,677
2020-07-01,0,0,3,168
2020-07-01,0,0,0,592
2020-07-01,0,0,2,345
2020-07-01,0,0,1,311
2020-07-01,0,0,0,1090
2020-07-01,0,0,3,524
2020-07-01,0,0,2,145
2020-07-01,0,0,0,375
2020-07-01,0,0,10,1000
2020-07-01,0,0,1,674
2020-07-01,0,0,5,1117
2020-07-01,0,0,0,27
2020-07-01,0,0,116,6693
2020-07-01,0,0,16,424
2020-07-01,0,0,117,526
2020-07-01,0,0,4,316
2020-07-01,0,0,0,320
2020-07-01,0,0,30,294
2020-07-01,0,0,0,62
2020-07-01,0,0,19,219
2020-07-01,0,0,13,655
2020-07-01,0,0,11,487
2020-07-01,0,0,1,784
2020-07-01,0,0,0,148
2020-07-01,0,0,0,434
2020-07-01,0,0,4,230
2020-07-01,0,0,2,131
2020-07-01,0,0,6,1411
2020-07-01,0,0,7,543
2020-07-01,0,0,0,23
2020-07-01,0,0,2,351
2020-07-01,0,0,0,672
2020-07-01,0,0,3,293
2020-07-01,0,0,9,1903
2020-07-01,0,0,124,4377
2020-07-01,0,0,14,1207
2020-07-01,0,0,7,362
2020-07-01,0,0,2,1322
2020-07-01,0,0,0,715
2020-07-01,0,0,4,254
2020-07-01,0,0,6,1302
2020-07-01,0,0,15,297
2020-07-01,0,0,51,987
2020-06-30,0,0,5,162
2020-06-30,0,0,14,801
2020-06-30,0,0,0,140
2020-06-30,0,0,6,697
2020-06-30,0,0,16,2015
2020-06-30,0,0,9,328
2020-06-30,0,0,2,96
2020-06-30,0,0,1,433
2020-06-30,0,0,5,110
2020-06-30,0,0,1,852
2020-06-30,0,0,10,152
2020-06-30,0,0,0,1042
2020-06-30,0,0,3,342
2020-06-30,0,0,2,391
2020-06-30,0,0,0,1054
2020-06-30,0,0,33,592
2020-06-30,0,0,3,160
2020-06-30,0,0,0,667
2020-06-30,0,0,8,1191
2020-06-30,0,0,2,981
2020-06-30,0,0,8,1071
2020-06-30,0,0,0,36
2020-06-30,0,0,107,6527
2020-06-30,0,0,5,487
2020-06-30,0,0,107,563
2020-06-30,0,0,0,443
