"location","date","AY (Lineage)","B (Lineage)","Beta - B.1.351 (WHO PVOC)","Delta - AY.46 (WHO PVOC)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.13 (WHO VOC)","Q (Lineage)","Other"
"Burundi","2021-05-30","0,0","0,0","50,0","33,33333333333333","0,0","0,0","0,0","16,666666666666664","0"
"Burundi","2021-06-13","0,0","0,0","66,66666666666666","33,33333333333333","0,0","0,0","0,0","0,0","0"
"Burundi","2021-08-08","48,148148148148145","0,0","0,0","51,85185185185185","0,0","0,0","0,0","0,0","0"
"Burundi","2021-12-26","0,0","20,0","0,0","0,0","20,0","20,0","40,0","0,0","0"
"Burundi","2022-01-09","0,0","0,0","0,0","0,0","0,0","5,555555555555555","94,44444444444444","0,0","0"
