"location","date","mob_idx"
"Afghanistan","2020-02-16","10,0"
"Afghanistan","2020-03-01","17,614285714285714"
"Afghanistan","2020-03-15","16,20714285714286"
"Afghanistan","2020-03-29","3,107142857142857"
"Afghanistan","2020-04-12","-24,571428571428573"
"Afghanistan","2020-04-26","-26,099999999999998"
"Afghanistan","2020-05-10","-24,95"
"Afghanistan","2020-05-24","-14,6375"
"Afghanistan","2020-07-05","5,833333333333333"
"Afghanistan","2020-07-19","10,357142857142858"
"Afghanistan","2020-08-02","7,864285714285714"
"Afghanistan","2020-08-16","13,092857142857143"
"Afghanistan","2020-08-30",""
"Afghanistan","2020-09-13","31,333333333333332"
"Afghanistan","2020-09-27","34,642857142857146"
"Afghanistan","2020-10-11","31,5"
"Afghanistan","2020-10-25","34,34285714285714"
"Afghanistan","2020-11-08","30,05"
"Afghanistan","2020-11-22","29,457142857142856"
"Afghanistan","2020-12-06","34,785714285714285"
"Afghanistan","2020-12-20","36,84285714285714"
"Afghanistan","2021-01-03","34,357142857142854"
"Afghanistan","2021-01-17","28,885714285714283"
"Afghanistan","2021-01-31","25,657142857142855"
"Afghanistan","2021-02-14","22,82857142857143"
"Afghanistan","2021-02-28","26,442857142857143"
"Afghanistan","2021-03-14","33,94285714285714"
"Afghanistan","2021-03-28","35,77142857142857"
"Afghanistan","2021-04-11","44,43571428571429"
"Afghanistan","2021-04-25","33,76428571428571"
"Afghanistan","2021-05-09","39,1"
"Afghanistan","2021-05-23","46,135714285714286"
"Afghanistan","2021-06-06","59,449999999999996"
"Afghanistan","2021-06-20","45,378571428571426"
"Afghanistan","2021-07-04","34,47857142857143"
"Afghanistan","2021-07-18","52,41428571428571"
"Afghanistan","2021-08-01","41,771428571428565"
"Afghanistan","2021-08-15","56,800000000000004"
"Afghanistan","2021-08-29","30,77857142857143"
"Afghanistan","2021-09-12","26,957142857142856"
"Afghanistan","2021-09-26","30,335714285714285"
"Afghanistan","2021-10-10","31,142857142857142"
"Afghanistan","2021-10-24","31,5"
"Afghanistan","2021-11-07","32,80714285714286"
"Afghanistan","2021-11-21","33,714285714285715"
"Afghanistan","2021-12-05","32,42857142857143"
"Afghanistan","2021-12-19","31,964285714285715"
"Afghanistan","2022-01-02","35,67857142857143"
"Afghanistan","2022-01-16","37,028571428571425"
"Afghanistan","2022-01-30","40,93571428571429"
"Afghanistan","2022-02-13","45,225"
"Angola","2020-02-16","12,05"
"Angola","2020-03-01","10,192857142857141"
"Angola","2020-03-15","17,12142857142857"
"Angola","2020-03-29","-6,735714285714286"
"Angola","2020-04-12","-38,0"
"Angola","2020-04-26","-36,5"
"Angola","2020-05-10","-22,185714285714287"
"Angola","2020-05-24","-19,74285714285714"
"Angola","2020-06-07","-6,45"
"Angola","2020-06-21","-6,357142857142857"
"Angola","2020-07-05","-1,5142857142857142"
"Angola","2020-07-19","-7,942857142857143"
"Angola","2020-08-02","-6,1571428571428575"
"Angola","2020-08-16","-2,4"
"Angola","2020-08-30",""
"Angola","2020-09-13","7,8999999999999995"
"Angola","2020-09-27","1,5928571428571427"
"Angola","2020-10-11","6,435714285714286"
"Angola","2020-10-25","6,485714285714286"
"Angola","2020-11-08","7,1571428571428575"
"Angola","2020-11-22","3,742857142857143"
"Angola","2020-12-06","14,714285714285714"
"Angola","2020-12-20","19,99285714285714"
"Angola","2021-01-03","7,707142857142857"
"Angola","2021-01-17","10,242857142857144"
"Angola","2021-01-31","6,185714285714285"
"Angola","2021-02-14","6,507142857142857"
"Angola","2021-02-28","6,85"
"Angola","2021-03-14","14,442857142857141"
"Angola","2021-03-28","9,221428571428572"
"Angola","2021-04-11","17,114285714285714"
"Angola","2021-04-25","15,014285714285714"
"Angola","2021-05-09","18,485714285714288"
"Angola","2021-05-23","23,085714285714285"
"Angola","2021-06-06","35,44285714285714"
"Angola","2021-06-20","28,357142857142858"
"Angola","2021-07-04","35,142857142857146"
"Angola","2021-07-18","39,32142857142857"
"Angola","2021-08-01","34,52142857142857"
"Angola","2021-08-15","40,32142857142857"
"Angola","2021-08-29","46,464285714285715"
"Angola","2021-09-12","53,42857142857143"
"Angola","2021-09-26","46,857142857142854"
"Angola","2021-10-10","57,300000000000004"
"Angola","2021-10-24","50,778571428571425"
"Angola","2021-11-07","57,885714285714286"
"Angola","2021-11-21","58,06428571428571"
"Angola","2021-12-05","70,17857142857143"
"Angola","2021-12-19","69,42142857142856"
"Angola","2022-01-02","43,800000000000004"
"Angola","2022-01-16","50,857142857142854"
"Angola","2022-01-30","63,114285714285714"
"Angola","2022-02-13","77,6"
"Antigua and Barbuda","2020-02-16","12,266666666666666"
"Antigua and Barbuda","2020-03-01","15,26923076923077"
"Antigua and Barbuda","2020-03-15","17,23846153846154"
"Antigua and Barbuda","2020-03-29","-5,9692307692307685"
"Antigua and Barbuda","2020-04-12","-48,50714285714286"
"Antigua and Barbuda","2020-04-26","-46,01428571428572"
"Antigua and Barbuda","2020-05-10","-31,11851851851852"
"Antigua and Barbuda","2020-05-24","-20,92142857142857"
"Antigua and Barbuda","2020-06-07","-16,06923076923077"
"Antigua and Barbuda","2020-06-21","-11,992307692307692"
"Antigua and Barbuda","2020-07-05","-10,084615384615384"
"Antigua and Barbuda","2020-07-19","-11,207407407407409"
"Antigua and Barbuda","2020-08-02","-11,88"
