"location","date"," (Lineage)","A (Lineage)","A.2.5","A.23.1","A.27","AA (Lineage)","AD (Lineage)","AG (Lineage)","AN (Lineage)","AY (Lineage)","AZ (Lineage)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.4 (WHO VOC)","Alpha - Q.7 (WHO VOC)","Alpha - Q.8 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (ECDC VUM)","B.1.1.519 (WHO FMV)","B.1.1.523 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.214.2 (WHO FMV)","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.466.2 (WHO FMV)","B.1.619 (WHO FMV)","B.1.620 - 20A/S:126A","B.1.623 (PHE VUI)","B.1.640 (WHO AFM)","Beta (WHO VOC)","C (Lineage)","C.16","C.36 (ECDC VUM)","C.36.3 (WHO FMV)","Delta (WHO VOC)","Delta - AY.1 (WHO VOC)","Delta - AY.10 (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.104 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.107 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.109 (WHO VOC)","Delta - AY.11 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.120.2.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.121.1 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.123 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.13 (WHO VOC)","Delta - AY.14 (WHO VOC)","Delta - AY.16 (WHO VOC)","Delta - AY.16.1 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.21 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.23.1 (WHO VOC)","Delta - AY.23.2 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.27 (WHO VOC)","Delta - AY.28 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.1 (WHO VOC)","Delta - AY.30 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.37 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.1.1 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.1 (WHO VOC)","Delta - AY.4.2.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.3 (WHO VOC)","Delta - AY.4.4 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.4.6 (WHO VOC)","Delta - AY.40 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.43.4 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.3 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.46.5 (WHO VOC)","Delta - AY.46.6 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.48 (WHO VOC)","Delta - AY.49 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.2 (WHO VOC)","Delta - AY.5.3 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.51 (WHO VOC)","Delta - AY.52 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.57 (WHO VOC)","Delta - AY.58 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.65 (WHO VOC)","Delta - AY.66 (WHO VOC)","Delta - AY.67 (WHO VOC)","Delta - AY.68 (WHO VOC)","Delta - AY.7 (WHO VOC)","Delta - AY.7.1 (WHO VOC)","Delta - AY.7.2 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.71 (WHO VOC)","Delta - AY.72 (WHO VOC)","Delta - AY.73 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.76 (WHO VOC)","Delta - AY.78 (WHO VOC)","Delta - AY.79 (WHO VOC)","Delta - AY.80 (WHO VOC)","Delta - AY.82 (WHO VOC)","Delta - AY.84 (WHO VOC)","Delta - AY.86 (WHO VOC)","Delta - AY.87 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.89 (WHO VOC)","Delta - AY.9 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.91.1 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.93 (WHO VOC)","Delta - AY.94 (WHO VOC)","Delta - AY.95 (WHO VOC)","Delta - AY.96 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Epsilon (WHO FMV)","Eta (WHO AFM)","Gamma (WHO VOC)","Gamma - P.1.12 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.17.1 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Iota (WHO AFM)","Kappa (WHO AFM)","L (Lineage)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Other","P.7","R.1 (WHO FMV)","Theta - P.3 (WHO FMV)","W (Lineage)","Y (Lineage)","Z (Lineage)","Zeta - P.2 (WHO FMV)","Unknown"
"Netherlands","2021-03-21","0","41","0","0","21","0","41","0","0","0","0","71112","0","0","0","0","445","41","0","21","0","0","182","3700","41","809","162","0","0","0","0","0","0","2931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","142","607","0","0","425","0","0","324","0","0","0","0","0","0","0","243","0","142","21","21","0","0","0","0"
"Netherlands","2021-04-04","0","0","26","0","0","0","0","0","0","0","0","92322","52","0","0","0","258","0","0","0","0","0","78","1574","26","207","52","0","0","0","0","26","0","3069","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","1548","0","0","542","0","0","78","0","0","0","0","0","0","0","465","0","104","129","0","0","0","0","0"
"Netherlands","2021-04-18","0","0","0","0","29","0","0","0","0","0","29","96605","29","0","0","0","86","0","0","0","0","0","0","540","0","0","0","0","0","0","0","29","0","1902","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","596","0","0","1136","57","0","29","0","171","0","0","256","0","0","0","0","57","0","0","0","0","0","0"
"Netherlands","2021-05-02","0","0","0","0","53","0","0","0","0","0","27","98114","185","0","0","0","80","0","0","53","0","0","0","211","0","0","0","0","0","0","0","0","0","1160","27","0","0","80","580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159","449","0","0","1714","27","0","53","53","80","0","0","343","0","0","53","0","0","0","0","0","0","0","0"
"Netherlands","2021-05-16","0","0","0","0","0","0","0","0","0","0","0","86252","313","0","157","0","27","0","0","0","0","0","0","105","0","27","0","0","0","0","27","0","0","573","0","0","0","79","339","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","0","209","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","27","313","0","0","1667","0","0","0","0","0","0","0","235","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-05-30","0","0","0","0","0","0","0","0","0","0","34","45707","184","0","284","0","100","0","0","0","0","0","0","17","34","0","0","0","0","0","0","0","0","100","0","0","0","84","350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","750","0","0","0","0","0","17","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","100","0","0","0","0","0","0","0","200","0","17","950","0","0","0","0","50","0","17","117","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-06-13","0","0","0","0","0","0","0","0","0","0","20","21388","68","0","253","0","0","0","0","10","0","10","0","0","30","0","0","0","0","0","0","0","0","10","0","0","0","204","767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","389","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","515","0","0","0","0","0","0","0","0","10","0","10","0","0","0","0","10","10","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","389","0","0","0","0","0","418","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","0","20","0","0","0","0","30","49","0","0","398","0","0","0","0","68","0","0","127","0","0","49","0","0","0","0","0","0","0","0"
"Netherlands","2021-06-27","0","0","0","0","0","0","0","0","0","0","12","6292","0","6","106","0","18","0","0","6","0","6","0","0","6","0","6","0","0","0","0","0","0","18","0","0","0","71","649","18","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","12","0","0","6","0","0","427","0","0","12","0","0","0","0","0","0","0","24","0","0","47","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","6","0","0","47","0","0","0","0","1088","0","0","0","0","0","0","0","6","0","6","6","53","0","0","0","0","41","24","0","0","0","0","6","6","0","6","12","0","0","0","0","6","59","0","0","0","6","6","0","0","147","0","0","0","0","0","620","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","30","0","0","53","0","0","41","193","0","12","12","0","0","0","12","18","6","0","88","0","0","0","0","41","0","6","77","0","0","53","0","0","0","0","0","0","0","0"
"Netherlands","2021-07-11","0","0","0","0","0","0","0","0","0","0","53","7749","0","0","40","0","120","0","0","14","0","0","0","0","0","0","0","0","14","14","0","0","0","14","0","0","0","14","3603","0","14","0","0","14","67","0","0","0","0","0","0","0","0","0","27","14","0","0","27","53","0","0","2835","0","0","159","53","53","0","0","0","53","0","14","0","14","305","14","0","27","14","0","0","0","0","0","0","0","358","27","0","0","0","0","0","27","27","0","0","0","7100","0","0","0","0","0","0","0","14","0","0","1921","1736","0","0","0","53","106","27","0","0","0","0","27","0","14","14","146","0","0","27","0","0","544","0","0","0","14","14","14","0","305","0","239","0","0","0","6914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8371","0","27","53","0","0","40","398","0","27","822","0","0","0","14","14","0","0","14","0","40","0","0","14","0","133","93","0","0","93","0","0","0","0","0","0","0","0"
"Netherlands","2021-07-25","0","0","0","0","0","0","0","0","0","0","25","4793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","13986","0","0","0","0","25","0","0","25","0","0","0","0","0","25","0","0","25","25","25","0","0","25","0","9857","0","0","369","1033","25","50","0","0","99","0","25","0","0","738","0","0","99","25","0","0","0","0","0","25","0","640","50","25","0","0","0","0","0","123","0","0","0","16001","0","0","0","0","0","0","25","0","0","50","5482","11626","0","0","0","320","369","0","0","0","0","0","0","0","25","0","320","0","25","246","0","0","713","25","25","0","25","25","25","0","99","0","418","25","0","0","10619","0","0","0","0","0","0","25","0","0","0","0","25","123","0","123","33919","0","74","148","25","0","50","99","25","25","1647","25","0","0","0","99","0","0","0","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-08-08","0","0","0","0","0","0","0","0","0","0","0","408","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","4175","0","0","0","0","30","15","0","15","0","15","0","0","0","0","15","0","15","0","0","73","59","73","0","4218","0","0","131","670","219","15","0","0","15","0","15","0","0","248","0","0","146","0","15","0","0","15","0","0","0","393","15","44","0","0","30","15","0","44","0","0","0","4073","0","0","0","0","0","73","30","15","0","0","2386","7811","0","0","0","73","73","88","0","0","0","0","30","0","0","0","160","0","0","44","15","0","59","0","15","0","73","30","0","0","102","0","160","15","30","59","1353","0","30","30","44","15","15","30","0","0","0","0","0","15","0","59","12683","15","59","160","30","0","88","73","0","15","1179","0","0","0","0","30","0","0","0","0","15","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-08-22","0","0","0","0","0","0","0","0","0","0","0","147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2801","0","0","0","0","12","45","0","23","0","12","12","0","0","0","0","12","0","12","0","57","34","315","0","3206","0","0","180","405","630","113","0","0","68","12","0","0","0","225","0","23","0","45","34","0","0","0","0","0","12","990","45","0","23","0","135","34","0","68","0","0","0","2644","23","0","0","0","0","45","34","158","0","12","1429","7739","0","0","0","34","12","327","0","0","0","0","158","0","0","0","203","0","12","124","79","0","34","12","0","0","102","0","23","79","102","0","79","0","12","225","450","12","102","124","0","0","23","0","0","12","23","0","0","12","12","484","7469","0","45","34","34","0","45","12","0","124","968","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-09-05","0","0","0","0","0","0","0","0","0","0","0","79","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","3984","12","12","0","12","12","79","0","34","0","0","23","0","12","0","12","12","34","68","0","23","12","831","0","3187","0","0","169","606","1829","158","0","12","0","23","23","0","0","90","0","0","23","23","23","0","0","12","0","0","0","1448","180","202","23","0","101","12","0","146","12","0","0","2828","57","12","0","0","12","113","23","337","0","90","629","8416","12","0","0","101","12","202","12","0","23","0","191","12","0","0","326","0","0","79","68","0","45","23","0","0","68","0","12","34","23","12","79","34","12","57","113","12","214","124","12","0","34","12","12","0","0","12","0","0","0","663","5925","0","12","45","214","12","57","0","0","135","763","0","12","12","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-09-19","0","0","0","0","0","0","0","0","0","13","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3572","0","0","0","0","13","25","0","50","0","0","37","0","0","13","25","0","0","25","0","13","13","725","0","3559","25","0","86","430","1608","74","0","13","37","13","13","0","0","0","0","0","25","37","99","37","25","13","0","0","0","1399","74","148","0","0","86","50","0","148","0","0","0","2479","37","0","0","0","0","111","37","381","0","13","405","7437","0","0","0","86","50","148","37","0","74","0","234","13","0","0","185","0","37","25","25","0","0","13","0","0","0","0","0","50","13","0","25","0","25","50","148","13","172","86","0","13","50","0","0","0","0","25","0","13","0","749","4173","0","25","13","25","13","13","0","0","111","798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-10-03","0","0","0","0","0","0","0","0","0","12","0","12","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2254","0","0","0","0","0","12","0","23","0","0","12","0","34","12","80","23","12","34","0","34","0","555","0","2492","0","0","91","635","1348","23","0","0","12","0","0","0","0","0","0","46","0","114","193","0","0","0","0","0","0","1099","57","34","0","0","12","12","0","182","0","0","0","2050","68","0","0","0","0","34","12","261","0","46","306","5889","0","0","0","102","12","57","57","0","0","0","238","0","12","0","136","0","0","170","57","0","0","0","0","0","12","0","0","12","0","0","0","0","12","57","23","57","329","0","0","0","23","0","0","0","12","0","0","0","0","476","2752","0","0","23","148","0","34","0","0","46","352","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-10-17","16","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","4395","0","0","0","0","0","31","0","31","16","0","31","0","0","62","31","0","16","232","16","31","0","1188","0","3516","0","31","139","1219","2421","78","0","0","47","0","0","16","0","0","0","47","0","78","139","0","0","108","0","0","78","1697","216","62","0","0","16","16","0","340","0","0","0","3069","247","0","0","16","31","47","31","494","0","31","124","10793","0","16","0","78","0","278","108","0","0","0","602","0","0","0","78","0","16","987","0","0","0","0","0","0","124","0","0","78","0","0","0","0","0","0","47","31","818","31","47","0","62","0","0","16","93","0","0","0","0","741","3562","0","0","0","108","0","93","16","0","155","340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-10-31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","7846","0","0","0","0","0","225","0","0","197","0","169","0","57","113","197","0","85","366","0","197","0","3206","0","6946","0","29","338","2869","4612","141","29","0","85","0","0","29","0","0","0","0","0","29","141","29","0","282","0","0","57","2110","422","29","0","0","0","0","0","1153","0","0","0","7199","900","0","0","57","57","29","197","816","0","29","282","25703","0","0","0","141","57","141","282","29","0","29","1885","0","0","0","282","85","0","1435","0","0","0","0","0","0","197","0","0","29","0","0","0","0","0","29","29","0","1491","0","0","0","197","0","29","0","57","0","0","57","0","760","8830","29","0","0","254","0","29","0","0","141","619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-11-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12455","0","0","0","0","48","284","0","48","189","48","236","48","95","142","236","48","95","331","48","284","0","5992","236","12078","95","425","1369","4577","9200","519","0","0","0","0","0","48","0","0","0","48","0","236","0","48","0","378","0","0","284","2595","2312","48","0","0","236","0","0","2784","0","0","0","14673","3397","189","0","236","0","48","425","897","0","0","519","57557","0","0","48","95","0","472","142","0","0","95","2407","0","0","0","567","0","48","2076","0","0","0","0","0","0","331","0","48","142","0","0","0","0","142","48","0","0","2123","0","0","0","142","48","0","0","614","0","0","142","48","1086","14437","0","0","0","378","0","95","0","0","331","897","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-11-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24560","0","0","96","0","381","572","96","0","572","0","286","0","191","381","1048","0","96","667","286","572","0","11233","286","21799","0","857","2380","4570","14089","1714","0","0","0","0","0","96","0","0","0","191","0","0","96","0","0","952","96","0","762","3999","5712","381","0","0","572","0","0","5617","0","0","0","27701","7045","96","96","667","0","0","476","1428","0","0","1238","113373","0","0","96","286","0","1143","381","0","0","191","4474","0","0","0","1904","286","96","3332","0","0","0","0","0","0","1048","0","0","191","0","0","0","0","96","96","0","0","6949","191","0","0","96","381","0","0","667","0","0","381","0","1524","17230","0","0","0","1048","0","0","0","96","572","1904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2571","0","0","0","0","0","0","0","0","0"
"Netherlands","2021-12-12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14106","0","0","404","0","807","404","0","0","605","0","807","0","0","404","1210","0","404","605","0","1210","0","9874","1008","16927","0","2016","2016","4635","13099","2217","0","0","0","0","0","202","0","0","0","0","0","404","0","0","0","202","0","0","404","2217","5038","1008","0","0","1814","0","0","3225","0","202","202","20353","6247","0","404","1814","0","0","605","807","0","0","1210","109017","0","0","605","0","202","1210","0","0","0","0","5844","0","0","0","202","0","0","2217","0","0","0","0","0","0","404","0","0","0","0","0","0","0","202","0","0","0","2822","0","0","0","202","0","0","0","202","202","0","0","0","605","13703","0","0","0","605","0","0","0","0","202","3023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20353","0","0","0","0","0","0","0","0","0"
