"location","date","A (Lineage)","A.2.5","A.23.1","A.27","AG (Lineage)","AP (Lineage)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.8 (WHO VOC)","B (Lineage)","B.1.1.318 (WHO AFM)","B.1.1.318 - AZ.2 (WHO AFM)","B.1.1.519 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.623 (PHE VUI)","Beta (WHO VOC)","C (Lineage)","C.16","C.36.3 (WHO FMV)","Delta (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.11 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.120.2.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.121.1 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.2 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.128 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.13 (WHO VOC)","Delta - AY.131 (WHO VOC)","Delta - AY.14 (WHO VOC)","Delta - AY.16.1 (WHO VOC)","Delta - AY.17 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.23.2 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.3 (WHO VOC)","Delta - AY.30 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.1 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.3 (WHO VOC)","Delta - AY.4.4 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.4.6 (WHO VOC)","Delta - AY.4.7 (WHO VOC)","Delta - AY.4.9 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.4 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.46.6 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.1 (WHO VOC)","Delta - AY.5.2 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.5.5 (WHO VOC)","Delta - AY.51 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.57 (WHO VOC)","Delta - AY.58 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.66 (WHO VOC)","Delta - AY.68 (WHO VOC)","Delta - AY.7 (WHO VOC)","Delta - AY.7.1 (WHO VOC)","Delta - AY.7.2 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.71 (WHO VOC)","Delta - AY.72 (WHO VOC)","Delta - AY.74 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.77 (WHO VOC)","Delta - AY.80 (WHO VOC)","Delta - AY.82 (WHO VOC)","Delta - AY.84 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.87 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.91.1 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.96 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Eta (WHO FMV)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Iota (WHO FMV)","Kappa (WHO FMV)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Other","Unknown"
"Slovenia","2021-08-08","0","0","0","0","0","0","15","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","5","5","8","66","0","0","0","0","17","0","0","0","2","0","0","2","0","0","0","132","0","2","12","0","0","0","11","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","67","0","0","0","4","0","0","0","41","0","64","79","401","0","0","0","0","0","0","0","5","20","0","2","6","0","0","11","0","0","0","3","0","0","0","4","0","0","100","14","2","0","0","2","0","0","0","0","0","0","0","0","58","0","0","4","0","2","303","0","0","0","0","0","0","0","0","0","0","3","0"
"Slovenia","2021-08-22","0","0","0","0","0","0","6","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","104","0","24","125","4","0","2","0","26","0","4","6","7","4","0","0","12","0","0","420","0","2","35","26","0","0","69","0","0","0","0","0","9","0","9","0","0","4","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","210","0","0","0","11","0","0","2","11","0","215","215","1034","0","0","0","2","0","0","0","69","19","0","0","4","0","0","16","0","0","2","11","0","0","0","0","0","4","63","7","0","0","0","2","0","0","0","0","0","0","0","2","160","0","0","0","2","0","494","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","2021-09-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","270","0","11","126","0","0","0","0","42","0","29","6","0","0","0","3","6","14","0","837","3","19","82","19","0","0","132","0","0","8","0","0","8","0","21","0","0","0","8","3","37","0","0","0","6","8","0","0","0","0","3","0","0","624","0","0","0","3","0","0","0","35","0","202","239","2514","3","3","3","3","27","0","3","229","56","0","0","3","0","0","6","0","0","8","11","8","0","0","0","3","21","16","291","0","0","0","0","0","0","3","3","0","0","0","11","263","0","3","0","3","11","467","0","0","0","0","0","0","0","0","0","0","6","0"
"Slovenia","2021-09-19","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","328","0","0","189","0","0","0","0","201","0","67","31","0","0","0","0","37","0","0","1677","0","31","189","13","0","0","189","0","0","25","0","0","0","7","49","13","19","0","0","7","13","0","0","0","0","25","0","0","0","7","0","0","0","1197","0","0","0","13","0","0","0","7","0","705","529","4707","0","0","49","0","49","0","0","1009","67","0","0","0","0","0","7","0","0","0","7","7","0","0","0","0","43","7","92","0","0","0","7","0","0","0","49","0","0","0","7","596","0","0","0","19","37","869","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","2021-10-03","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","314","0","27","261","0","0","0","0","123","0","80","0","0","0","0","0","43","27","0","1751","0","27","256","16","0","6","235","6","0","6","0","0","0","0","22","27","0","6","0","0","6","0","0","0","0","6","0","6","0","0","6","6","0","740","0","0","0","107","0","0","0","6","6","458","634","4535","0","0","11","0","6","22","0","868","38","0","0","0","11","0","0","0","0","38","0","0","0","6","0","0","16","6","134","0","6","6","6","6","0","0","43","0","0","0","6","437","16","0","6","27","27","905","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","2021-10-17","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","570","0","0","279","0","0","0","0","50","0","54","0","0","5","0","0","32","14","0","1467","0","0","193","23","5","0","99","0","5","5","0","0","0","0","32","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","5","0","1288","0","0","14","171","5","0","36","0","9","772","476","4132","0","14","5","0","9","14","0","727","27","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","503","0","0","0","0","0","0","0","9","0","0","0","18","234","9","0","0","0","5","925","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","2021-10-31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","928","0","20","313","0","0","0","10","264","0","303","0","0","0","0","0","59","20","0","2997","0","0","225","196","0","0","410","0","0","0","0","0","20","0","49","0","0","0","10","0","0","0","0","0","0","0","0","0","0","10","0","10","10","4208","0","0","0","254","0","10","69","30","0","1143","820","9743","0","30","30","0","10","0","0","1738","20","0","0","0","0","0","0","0","0","88","0","10","10","0","0","0","0","0","947","0","0","0","20","0","10","0","0","0","0","0","166","254","0","0","10","0","30","2216","0","0","0","0","0","0","0","0","0","0","10","0"
"Slovenia","2021-11-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1113","0","0","835","0","0","0","0","244","0","383","0","0","0","0","0","0","174","18","5734","0","18","504","331","105","18","1095","0","0","0","35","0","18","0","87","0","0","0","0","0","0","0","0","0","18","35","0","0","0","53","35","0","18","5613","0","0","18","261","0","0","174","0","70","1425","1182","14526","0","35","87","0","140","0","0","2815","35","0","0","18","0","0","0","0","18","0","0","18","0","0","0","0","0","0","1338","0","0","0","0","0","0","0","0","0","0","0","140","452","0","0","18","0","0","3041","0","0","0","0","0","0","0","0","0","0","18","0"
"Slovenia","2021-11-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","380","0","14","882","0","0","109","0","353","0","245","0","0","0","0","0","0","407","41","5169","0","0","204","177","109","14","1086","0","0","0","0","0","0","0","245","0","0","0","0","0","0","0","0","0","41","95","0","0","14","14","0","0","0","4952","14","0","82","299","0","0","109","0","218","1439","760","13092","0","14","55","0","407","28","0","3514","55","0","0","28","0","14","0","0","0","95","0","41","0","0","0","0","0","0","1384","0","0","0","14","0","0","0","0","0","0","28","109","421","0","0","28","0","0","2429","0","0","0","0","0","0","0","0","0","0","28","0"
"Slovenia","2021-12-12","0","0","0","0","0","0","10","0","0","73","0","0","0","10","0","0","37","0","0","0","0","0","0","235","0","10","353","10","10","28","0","226","0","73","0","0","0","10","37","0","262","28","3251","0","10","109","136","136","0","506","0","0","0","0","0","0","0","55","0","0","0","10","0","10","0","10","0","46","64","0","0","0","19","0","0","10","3071","46","0","28","154","0","0","82","10","217","732","524","7451","0","19","28","0","145","19","0","2285","46","10","0","19","0","0","0","0","0","0","0","0","0","0","10","0","0","0","344","0","0","0","0","0","0","0","0","0","0","0","91","280","0","0","0","0","19","1120","0","0","0","0","0","0","0","73","10","0","0","0"
"Slovenia","2021-12-26","8","0","0","0","0","0","31","0","0","38","0","0","0","23","0","0","196","0","0","0","0","0","0","218","0","0","143","0","0","0","0","106","16","83","0","0","8","0","38","0","128","16","2133","0","8","38","76","46","8","316","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","8","0","23","68","0","0","0","0","0","0","0","1390","38","8","46","76","0","16","76","8","61","286","383","5121","0","8","16","0","46","0","0","1247","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","128","0","0","0","0","0","0","0","0","8","0","0","38","143","0","0","8","0","91","519","0","0","0","0","0","0","0","1562","992","0","0","0"
"Slovenia","2022-01-09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","0","0","107","0","0","0","0","45","0","54","0","0","0","18","27","0","107","0","1420","0","0","9","27","63","9","293","0","0","0","0","0","0","0","18","0","0","0","0","0","0","9","0","18","0","36","0","0","0","18","9","9","0","621","9","0","0","0","0","9","9","0","71","178","187","3460","0","0","9","0","71","0","0","781","54","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","18","0","45","0","0","0","0","0","0","0","0","0","0","0","45","63","0","0","0","0","169","311","0","0","0","0","0","0","0","13395","12791","18","9","0"
"Slovenia","2022-01-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","640","0","0","640","0","2559","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","640","0","0","0","0","0","0","0","640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47965","58198","1280","0","0"
"Slovenia","2022-02-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","191102"
