"pango","recombinant","alias_of","parents"
"CE.1","False","B.1.1.529.5.2.33.1","['BA.5.2.33']"
"BA.5.2.34","False","B.1.1.529.5.2.34","['BA.5.2']"
"BA.5.2.35","False","B.1.1.529.5.2.35","['BA.5.2']"
"BA.5.2.36","False","B.1.1.529.5.2.36","['BA.5.2']"
"CT.1","False","B.1.1.529.5.2.36.1","['BA.5.2.36']"
"BA.5.2.37","False","B.1.1.529.5.2.37","['BA.5.2']"
"BA.5.2.38","False","B.1.1.529.5.2.38","['BA.5.2']"
"DA.1","False","B.1.1.529.5.2.38.1","['BA.5.2.38']"
"BA.5.2.39","False","B.1.1.529.5.2.39","['BA.5.2']"
"BA.5.2.40","False","B.1.1.529.5.2.40","['BA.5.2']"
"BA.5.2.41","False","B.1.1.529.5.2.41","['BA.5.2']"
"BA.5.2.42","False","B.1.1.529.5.2.42","['BA.5.2']"
"BA.5.2.43","False","B.1.1.529.5.2.43","['BA.5.2']"
"BA.5.2.44","False","B.1.1.529.5.2.44","['BA.5.2']"
"BA.5.2.45","False","B.1.1.529.5.2.45","['BA.5.2']"
"BA.5.2.46","False","B.1.1.529.5.2.46","['BA.5.2']"
"BA.5.2.47","False","B.1.1.529.5.2.47","['BA.5.2']"
"DQ.1","False","B.1.1.529.5.2.47.1","['BA.5.2.47']"
"BA.5.2.48","False","B.1.1.529.5.2.48","['BA.5.2']"
"DY.1","False","B.1.1.529.5.2.48.1","['BA.5.2.48']"
"DY.1.1","False","B.1.1.529.5.2.48.1.1","['DY.1']"
"DY.2","False","B.1.1.529.5.2.48.2","['BA.5.2.48']"
"DY.3","False","B.1.1.529.5.2.48.3","['BA.5.2.48']"
"DY.4","False","B.1.1.529.5.2.48.4","['BA.5.2.48']"
"BA.5.2.49","False","B.1.1.529.5.2.49","['BA.5.2']"
"DZ.1","False","B.1.1.529.5.2.49.1","['BA.5.2.49']"
"DZ.2","False","B.1.1.529.5.2.49.2","['BA.5.2.49']"
"BA.5.2.50","False","B.1.1.529.5.2.50","['BA.5.2']"
"BA.5.2.51","False","B.1.1.529.5.2.51","['BA.5.2']"
"BA.5.2.52","False","B.1.1.529.5.2.52","['BA.5.2']"
"BA.5.2.53","False","B.1.1.529.5.2.53","['BA.5.2']"
"BA.5.2.54","False","B.1.1.529.5.2.54","['BA.5.2']"
"BA.5.2.55","False","B.1.1.529.5.2.55","['BA.5.2']"
"BA.5.2.56","False","B.1.1.529.5.2.56","['BA.5.2']"
"BA.5.2.57","False","B.1.1.529.5.2.57","['BA.5.2']"
"BA.5.2.58","False","B.1.1.529.5.2.58","['BA.5.2']"
"BA.5.2.59","False","B.1.1.529.5.2.59","['BA.5.2']"
"BA.5.2.60","False","B.1.1.529.5.2.60","['BA.5.2']"
"BA.5.2.61","False","B.1.1.529.5.2.61","['BA.5.2']"
"BA.5.2.62","False","B.1.1.529.5.2.62","['BA.5.2']"
"BA.5.2.63","False","B.1.1.529.5.2.63","['BA.5.2']"
"BA.5.3","False","B.1.1.529.5.3","['BA.5']"
"BA.5.3.1","False","B.1.1.529.5.3.1","['BA.5.3']"
"BE.1","False","B.1.1.529.5.3.1.1","['BA.5.3.1']"
"BE.1.1","False","B.1.1.529.5.3.1.1.1","['BE.1']"
"BE.1.1.1","False","B.1.1.529.5.3.1.1.1.1","['BE.1.1']"
"BQ.1","False","B.1.1.529.5.3.1.1.1.1.1","['BE.1.1.1']"
"BQ.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1","['BQ.1']"
"BQ.1.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.1","['BQ.1.1']"
"CZ.1","False","B.1.1.529.5.3.1.1.1.1.1.1.1.1","['BQ.1.1.1']"
"CZ.2","False","B.1.1.529.5.3.1.1.1.1.1.1.1.2","['BQ.1.1.1']"
"BQ.1.1.2","False","B.1.1.529.5.3.1.1.1.1.1.1.2","['BQ.1.1']"
"DU.1","False","B.1.1.529.5.3.1.1.1.1.1.1.2.1","['BQ.1.1.2']"
"BQ.1.1.3","False","B.1.1.529.5.3.1.1.1.1.1.1.3","['BQ.1.1']"
"DR.1","False","B.1.1.529.5.3.1.1.1.1.1.1.3.1","['BQ.1.1.3']"
"DR.2","False","B.1.1.529.5.3.1.1.1.1.1.1.3.2","['BQ.1.1.3']"
"BQ.1.1.4","False","B.1.1.529.5.3.1.1.1.1.1.1.4","['BQ.1.1']"
"EE.1","False","B.1.1.529.5.3.1.1.1.1.1.1.4.1","['BQ.1.1.4']"
"EE.2","False","B.1.1.529.5.3.1.1.1.1.1.1.4.2","['BQ.1.1.4']"
"EE.3","False","B.1.1.529.5.3.1.1.1.1.1.1.4.3","['BQ.1.1.4']"
"EE.4","False","B.1.1.529.5.3.1.1.1.1.1.1.4.4","['BQ.1.1.4']"
"EE.5","False","B.1.1.529.5.3.1.1.1.1.1.1.4.5","['BQ.1.1.4']"
"BQ.1.1.5","False","B.1.1.529.5.3.1.1.1.1.1.1.5","['BQ.1.1']"
"DN.1","False","B.1.1.529.5.3.1.1.1.1.1.1.5.1","['BQ.1.1.5']"
"DN.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.5.1.1","['DN.1']"
"DN.1.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.1","['DN.1.1']"
"DN.1.1.2","False","B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.2","['DN.1.1']"
"DN.1.1.3","False","B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.3","['DN.1.1']"
"DN.1.1.4","False","B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.4","['DN.1.1']"
"DN.2","False","B.1.1.529.5.3.1.1.1.1.1.1.5.2","['BQ.1.1.5']"
"DN.3","False","B.1.1.529.5.3.1.1.1.1.1.1.5.3","['BQ.1.1.5']"
"DN.3.1","False","B.1.1.529.5.3.1.1.1.1.1.1.5.3.1","['DN.3']"
"BQ.1.1.6","False","B.1.1.529.5.3.1.1.1.1.1.1.6","['BQ.1.1']"
"BQ.1.1.7","False","B.1.1.529.5.3.1.1.1.1.1.1.7","['BQ.1.1']"
"DK.1","False","B.1.1.529.5.3.1.1.1.1.1.1.7.1","['BQ.1.1.7']"
"BQ.1.1.8","False","B.1.1.529.5.3.1.1.1.1.1.1.8","['BQ.1.1']"
"DP.1","False","B.1.1.529.5.3.1.1.1.1.1.1.8.1","['BQ.1.1.8']"
"BQ.1.1.9","False","B.1.1.529.5.3.1.1.1.1.1.1.9","['BQ.1.1']"
"BQ.1.1.10","False","B.1.1.529.5.3.1.1.1.1.1.1.10","['BQ.1.1']"
"FA.1","False","B.1.1.529.5.3.1.1.1.1.1.1.10.1","['BQ.1.1.10']"
"FA.2","False","B.1.1.529.5.3.1.1.1.1.1.1.10.2","['BQ.1.1.10']"
"BQ.1.1.11","False","B.1.1.529.5.3.1.1.1.1.1.1.11","['BQ.1.1']"
"BQ.1.1.12","False","B.1.1.529.5.3.1.1.1.1.1.1.12","['BQ.1.1']"
"BQ.1.1.13","False","B.1.1.529.5.3.1.1.1.1.1.1.13","['BQ.1.1']"
"EF.1","False","B.1.1.529.5.3.1.1.1.1.1.1.13.1","['BQ.1.1.13']"
"EF.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.13.1.1","['EF.1']"
"EF.1.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.13.1.1.1","['EF.1.1']"
"EY.1","False","B.1.1.529.5.3.1.1.1.1.1.1.13.1.1.1.1","['EF.1.1.1']"
"EF.1.2","False","B.1.1.529.5.3.1.1.1.1.1.1.13.1.2","['EF.1']"
"EF.1.3","False","B.1.1.529.5.3.1.1.1.1.1.1.13.1.3","['EF.1']"
"EF.2","False","B.1.1.529.5.3.1.1.1.1.1.1.13.2","['BQ.1.1.13']"
"BQ.1.1.14","False","B.1.1.529.5.3.1.1.1.1.1.1.14","['BQ.1.1']"
"CW.1","False","B.1.1.529.5.3.1.1.1.1.1.1.14.1","['BQ.1.1.14']"
"BQ.1.1.15","False","B.1.1.529.5.3.1.1.1.1.1.1.15","['BQ.1.1']"
"DM.1","False","B.1.1.529.5.3.1.1.1.1.1.1.15.1","['BQ.1.1.15']"
"BQ.1.1.16","False","B.1.1.529.5.3.1.1.1.1.1.1.16","['BQ.1.1']"
"BQ.1.1.17","False","B.1.1.529.5.3.1.1.1.1.1.1.17","['BQ.1.1']"
"BQ.1.1.18","False","B.1.1.529.5.3.1.1.1.1.1.1.18","['BQ.1.1']"
"ED.1","False","B.1.1.529.5.3.1.1.1.1.1.1.18.1","['BQ.1.1.18']"
"ED.2","False","B.1.1.529.5.3.1.1.1.1.1.1.18.2","['BQ.1.1.18']"
"ED.3","False","B.1.1.529.5.3.1.1.1.1.1.1.18.3","['BQ.1.1.18']"
"BQ.1.1.19","False","B.1.1.529.5.3.1.1.1.1.1.1.19","['BQ.1.1']"
"BQ.1.1.20","False","B.1.1.529.5.3.1.1.1.1.1.1.20","['BQ.1.1']"
"BQ.1.1.21","False","B.1.1.529.5.3.1.1.1.1.1.1.21","['BQ.1.1']"
"BQ.1.1.22","False","B.1.1.529.5.3.1.1.1.1.1.1.22","['BQ.1.1']"
"ER.1","False","B.1.1.529.5.3.1.1.1.1.1.1.22.1","['BQ.1.1.22']"
"ER.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.22.1.1","['ER.1']"
"BQ.1.1.23","False","B.1.1.529.5.3.1.1.1.1.1.1.23","['BQ.1.1']"
"BQ.1.1.24","False","B.1.1.529.5.3.1.1.1.1.1.1.24","['BQ.1.1']"
"BQ.1.1.25","False","B.1.1.529.5.3.1.1.1.1.1.1.25","['BQ.1.1']"
"BQ.1.1.26","False","B.1.1.529.5.3.1.1.1.1.1.1.26","['BQ.1.1']"
"BQ.1.1.27","False","B.1.1.529.5.3.1.1.1.1.1.1.27","['BQ.1.1']"
"BQ.1.1.28","False","B.1.1.529.5.3.1.1.1.1.1.1.28","['BQ.1.1']"
"EH.1","False","B.1.1.529.5.3.1.1.1.1.1.1.28.1","['BQ.1.1.28']"
"BQ.1.1.29","False","B.1.1.529.5.3.1.1.1.1.1.1.29","['BQ.1.1']"
"BQ.1.1.30","False","B.1.1.529.5.3.1.1.1.1.1.1.30","['BQ.1.1']"
"BQ.1.1.31","False","B.1.1.529.5.3.1.1.1.1.1.1.31","['BQ.1.1']"
"BQ.1.1.32","False","B.1.1.529.5.3.1.1.1.1.1.1.32","['BQ.1.1']"
"DT.1","False","B.1.1.529.5.3.1.1.1.1.1.1.32.1","['BQ.1.1.32']"
"DT.2","False","B.1.1.529.5.3.1.1.1.1.1.1.32.2","['BQ.1.1.32']"
"DT.3","False","B.1.1.529.5.3.1.1.1.1.1.1.32.3","['BQ.1.1.32']"
"BQ.1.1.34","False","B.1.1.529.5.3.1.1.1.1.1.1.34","['BQ.1.1']"
"BQ.1.1.35","False","B.1.1.529.5.3.1.1.1.1.1.1.35","['BQ.1.1']"
"ET.1","False","B.1.1.529.5.3.1.1.1.1.1.1.35.1","['BQ.1.1.35']"
"BQ.1.1.36","False","B.1.1.529.5.3.1.1.1.1.1.1.36","['BQ.1.1']"
"BQ.1.1.37","False","B.1.1.529.5.3.1.1.1.1.1.1.37","['BQ.1.1']"
"BQ.1.1.38","False","B.1.1.529.5.3.1.1.1.1.1.1.38","['BQ.1.1']"
"EW.1","False","B.1.1.529.5.3.1.1.1.1.1.1.38.1","['BQ.1.1.38']"
"EW.2","False","B.1.1.529.5.3.1.1.1.1.1.1.38.2","['BQ.1.1.38']"
"EW.3","False","B.1.1.529.5.3.1.1.1.1.1.1.38.3","['BQ.1.1.38']"
"BQ.1.1.39","False","B.1.1.529.5.3.1.1.1.1.1.1.39","['BQ.1.1']"
"FQ.1","False","B.1.1.529.5.3.1.1.1.1.1.1.39.1","['BQ.1.1.39']"
"BQ.1.1.40","False","B.1.1.529.5.3.1.1.1.1.1.1.40","['BQ.1.1']"
"BQ.1.1.41","False","B.1.1.529.5.3.1.1.1.1.1.1.41","['BQ.1.1']"
"BQ.1.1.42","False","B.1.1.529.5.3.1.1.1.1.1.1.42","['BQ.1.1']"
"BQ.1.1.43","False","B.1.1.529.5.3.1.1.1.1.1.1.43","['BQ.1.1']"
"EZ.1","False","B.1.1.529.5.3.1.1.1.1.1.1.43.1","['BQ.1.1.43']"
"BQ.1.1.44","False","B.1.1.529.5.3.1.1.1.1.1.1.44","['BQ.1.1']"
"BQ.1.1.45","False","B.1.1.529.5.3.1.1.1.1.1.1.45","['BQ.1.1']"
"BQ.1.1.46","False","B.1.1.529.5.3.1.1.1.1.1.1.46","['BQ.1.1']"
"EN.1","False","B.1.1.529.5.3.1.1.1.1.1.1.46.1","['BQ.1.1.46']"
"EN.1.1","False","B.1.1.529.5.3.1.1.1.1.1.1.46.1.1","['EN.1']"
"BQ.1.1.47","False","B.1.1.529.5.3.1.1.1.1.1.1.47","['BQ.1.1']"
"BQ.1.1.48","False","B.1.1.529.5.3.1.1.1.1.1.1.48","['BQ.1.1']"
"BQ.1.1.49","False","B.1.1.529.5.3.1.1.1.1.1.1.49","['BQ.1.1']"
"BQ.1.1.50","False","B.1.1.529.5.3.1.1.1.1.1.1.50","['BQ.1.1']"
"BQ.1.1.51","False","B.1.1.529.5.3.1.1.1.1.1.1.51","['BQ.1.1']"
"BQ.1.1.52","False","B.1.1.529.5.3.1.1.1.1.1.1.52","['BQ.1.1']"
"EA.1","False","B.1.1.529.5.3.1.1.1.1.1.1.52.1","['BQ.1.1.52']"
"EA.2","False","B.1.1.529.5.3.1.1.1.1.1.1.52.2","['BQ.1.1.52']"
"BQ.1.1.53","False","B.1.1.529.5.3.1.1.1.1.1.1.53","['BQ.1.1']"
"FM.1","False","B.1.1.529.5.3.1.1.1.1.1.1.53.1","['BQ.1.1.53']"
"FM.2","False","B.1.1.529.5.3.1.1.1.1.1.1.53.2","['BQ.1.1.53']"
"BQ.1.1.54","False","B.1.1.529.5.3.1.1.1.1.1.1.54","['BQ.1.1']"
"BQ.1.1.55","False","B.1.1.529.5.3.1.1.1.1.1.1.55","['BQ.1.1']"
"BQ.1.1.56","False","B.1.1.529.5.3.1.1.1.1.1.1.56","['BQ.1.1']"
"BQ.1.1.57","False","B.1.1.529.5.3.1.1.1.1.1.1.57","['BQ.1.1']"
"BQ.1.1.58","False","B.1.1.529.5.3.1.1.1.1.1.1.58","['BQ.1.1']"
"BQ.1.1.59","False","B.1.1.529.5.3.1.1.1.1.1.1.59","['BQ.1.1']"
"BQ.1.1.60","False","B.1.1.529.5.3.1.1.1.1.1.1.60","['BQ.1.1']"
"BQ.1.1.61","False","B.1.1.529.5.3.1.1.1.1.1.1.61","['BQ.1.1']"
"BQ.1.1.62","False","B.1.1.529.5.3.1.1.1.1.1.1.62","['BQ.1.1']"
"BQ.1.1.63","False","B.1.1.529.5.3.1.1.1.1.1.1.63","['BQ.1.1']"
"BQ.1.1.64","False","B.1.1.529.5.3.1.1.1.1.1.1.64","['BQ.1.1']"
"BQ.1.1.65","False","B.1.1.529.5.3.1.1.1.1.1.1.65","['BQ.1.1']"
"ES.1","False","B.1.1.529.5.3.1.1.1.1.1.1.65.1","['BQ.1.1.65']"
"BQ.1.1.66","False","B.1.1.529.5.3.1.1.1.1.1.1.66","['BQ.1.1']"
"BQ.1.1.67","False","B.1.1.529.5.3.1.1.1.1.1.1.67","['BQ.1.1']"
"BQ.1.1.68","False","B.1.1.529.5.3.1.1.1.1.1.1.68","['BQ.1.1']"
"BQ.1.1.69","False","B.1.1.529.5.3.1.1.1.1.1.1.69","['BQ.1.1']"
"BQ.1.1.70","False","B.1.1.529.5.3.1.1.1.1.1.1.70","['BQ.1.1']"
"BQ.1.1.71","False","B.1.1.529.5.3.1.1.1.1.1.1.71","['BQ.1.1']"
"EV.1","False","B.1.1.529.5.3.1.1.1.1.1.1.71.1","['BQ.1.1.71']"
"BQ.1.1.72","False","B.1.1.529.5.3.1.1.1.1.1.1.72","['BQ.1.1']"
"FC.1","False","B.1.1.529.5.3.1.1.1.1.1.1.72.1","['BQ.1.1.72']"
"BQ.1.1.73","False","B.1.1.529.5.3.1.1.1.1.1.1.73","['BQ.1.1']"
"BQ.1.1.74","False","B.1.1.529.5.3.1.1.1.1.1.1.74","['BQ.1.1']"
"FN.1","False","B.1.1.529.5.3.1.1.1.1.1.1.74.1","['BQ.1.1.74']"
"BQ.1.1.75","False","B.1.1.529.5.3.1.1.1.1.1.1.75","['BQ.1.1']"
"BQ.1.1.76","False","B.1.1.529.5.3.1.1.1.1.1.1.76","['BQ.1.1']"
"BQ.1.1.77","False","B.1.1.529.5.3.1.1.1.1.1.1.77","['BQ.1.1']"
"BQ.1.1.78","False","B.1.1.529.5.3.1.1.1.1.1.1.78","['BQ.1.1']"
"BQ.1.1.79","False","B.1.1.529.5.3.1.1.1.1.1.1.79","['BQ.1.1']"
"BQ.1.2","False","B.1.1.529.5.3.1.1.1.1.1.2","['BQ.1']"
"BQ.1.2.1","False","B.1.1.529.5.3.1.1.1.1.1.2.1","['BQ.1.2']"
"BQ.1.2.2","False","B.1.1.529.5.3.1.1.1.1.1.2.2","['BQ.1.2']"
"FB.1","False","B.1.1.529.5.3.1.1.1.1.1.2.1.1","['BQ.1.2.1']"
"FB.2","False","B.1.1.529.5.3.1.1.1.1.1.2.1.2","['BQ.1.2.1']"
"BQ.1.2.3","False","B.1.1.529.5.3.1.1.1.1.1.2.3","['BQ.1.2']"
"BQ.1.3","False","B.1.1.529.5.3.1.1.1.1.1.3","['BQ.1']"
"BQ.1.3.1","False","B.1.1.529.5.3.1.1.1.1.1.3.1","['BQ.1.3']"
"BQ.1.3.2","False","B.1.1.529.5.3.1.1.1.1.1.3.2","['BQ.1.3']"
"BQ.1.4","False","B.1.1.529.5.3.1.1.1.1.1.4","['BQ.1']"
"BQ.1.5","False","B.1.1.529.5.3.1.1.1.1.1.5","['BQ.1']"
"BQ.1.6","False","B.1.1.529.5.3.1.1.1.1.1.6","['BQ.1']"
"BQ.1.7","False","B.1.1.529.5.3.1.1.1.1.1.7","['BQ.1']"
"BQ.1.8","False","B.1.1.529.5.3.1.1.1.1.1.8","['BQ.1']"
"BQ.1.8.1","False","B.1.1.529.5.3.1.1.1.1.1.8.1","['BQ.1.8']"
"BQ.1.8.2","False","B.1.1.529.5.3.1.1.1.1.1.8.2","['BQ.1.8']"
"FF.1","False","B.1.1.529.5.3.1.1.1.1.1.8.2.1","['BQ.1.8.2']"
"BQ.1.9","False","B.1.1.529.5.3.1.1.1.1.1.9","['BQ.1']"
"BQ.1.10","False","B.1.1.529.5.3.1.1.1.1.1.10","['BQ.1']"
"BQ.1.10.1","False","B.1.1.529.5.3.1.1.1.1.1.10.1","['BQ.1.10']"
"EC.1","False","B.1.1.529.5.3.1.1.1.1.1.10.1.1","['BQ.1.10.1']"
"EC.1.1","False","B.1.1.529.5.3.1.1.1.1.1.10.1.1.1","['EC.1']"
"BQ.1.10.2","False","B.1.1.529.5.3.1.1.1.1.1.10.2","['BQ.1.10']"
"BQ.1.10.3","False","B.1.1.529.5.3.1.1.1.1.1.10.3","['BQ.1.10']"
"BQ.1.11","False","B.1.1.529.5.3.1.1.1.1.1.11","['BQ.1']"
"BQ.1.11.1","False","B.1.1.529.5.3.1.1.1.1.1.11.1","['BQ.1.11']"
"BQ.1.12","False","B.1.1.529.5.3.1.1.1.1.1.12","['BQ.1']"
"BQ.1.13","False","B.1.1.529.5.3.1.1.1.1.1.13","['BQ.1']"
"BQ.1.13.1","False","B.1.1.529.5.3.1.1.1.1.1.13.1","['BQ.1.13']"
"BQ.1.14","False","B.1.1.529.5.3.1.1.1.1.1.14","['BQ.1']"
"BQ.1.15","False","B.1.1.529.5.3.1.1.1.1.1.15","['BQ.1']"
"BQ.1.15.1","False","B.1.1.529.5.3.1.1.1.1.1.15.1","['BQ.1.15']"
"BQ.1.15.2","False","B.1.1.529.5.3.1.1.1.1.1.15.2","['BQ.1.15']"
"BQ.1.16","False","B.1.1.529.5.3.1.1.1.1.1.16","['BQ.1']"
"BQ.1.17","False","B.1.1.529.5.3.1.1.1.1.1.17","['BQ.1']"
"BQ.1.18","False","B.1.1.529.5.3.1.1.1.1.1.18","['BQ.1']"
"BQ.1.19","False","B.1.1.529.5.3.1.1.1.1.1.19","['BQ.1']"
"BQ.1.20","False","B.1.1.529.5.3.1.1.1.1.1.20","['BQ.1']"
"BQ.1.21","False","B.1.1.529.5.3.1.1.1.1.1.21","['BQ.1']"
"BQ.1.22","False","B.1.1.529.5.3.1.1.1.1.1.22","['BQ.1']"
"BQ.1.23","False","B.1.1.529.5.3.1.1.1.1.1.23","['BQ.1']"
"BQ.1.24","False","B.1.1.529.5.3.1.1.1.1.1.24","['BQ.1']"
"BQ.1.25","False","B.1.1.529.5.3.1.1.1.1.1.25","['BQ.1']"
"BQ.1.25.1","False","B.1.1.529.5.3.1.1.1.1.1.25.1","['BQ.1.25']"
"BQ.1.26","False","B.1.1.529.5.3.1.1.1.1.1.26","['BQ.1']"
"BQ.1.26.1","False","B.1.1.529.5.3.1.1.1.1.1.26.1","['BQ.1.26']"
"BQ.1.26.2","False","B.1.1.529.5.3.1.1.1.1.1.26.2","['BQ.1.26']"
"BQ.1.27","False","B.1.1.529.5.3.1.1.1.1.1.27","['BQ.1']"
"BQ.1.28","False","B.1.1.529.5.3.1.1.1.1.1.28","['BQ.1']"
"BQ.1.29","False","B.1.1.529.5.3.1.1.1.1.1.29","['BQ.1']"
"BQ.1.30","False","B.1.1.529.5.3.1.1.1.1.1.30","['BQ.1']"
"BQ.1.31","False","B.1.1.529.5.3.1.1.1.1.1.31","['BQ.1']"
"BQ.1.32","False","B.1.1.529.5.3.1.1.1.1.1.32","['BQ.1']"
"BQ.1.33","False","B.1.1.529.5.3.1.1.1.1.1.33","['BQ.1']"
"BQ.2","False","B.1.1.529.5.3.1.1.1.1.2","['BE.1.1.1']"
"BE.1.2","False","B.1.1.529.5.3.1.1.2","['BE.1']"
"BE.1.1.2","False","B.1.1.529.5.3.1.1.1.2","['BE.1.1']"
"CC.1","False","B.1.1.529.5.3.1.1.1.2.1","['BE.1.1.2']"
"BE.1.2.1","False","B.1.1.529.5.3.1.1.2.1","['BE.1.2']"
"DW.1","False","B.1.1.529.5.3.1.1.2.1.1","['BE.1.2.1']"
"BE.1.3","False","B.1.1.529.5.3.1.1.3","['BE.1']"
"BE.1.4","False","B.1.1.529.5.3.1.1.4","['BE.1']"
"BE.1.4.1","False","B.1.1.529.5.3.1.1.4.1","['BE.1.4']"
"BE.1.4.2","False","B.1.1.529.5.3.1.1.4.2","['BE.1.4']"
"BE.1.4.3","False","B.1.1.529.5.3.1.1.4.3","['BE.1.4']"
"BE.1.4.4","False","B.1.1.529.5.3.1.1.4.4","['BE.1.4']"
"BE.2","False","B.1.1.529.5.3.1.2","['BA.5.3.1']"
"BE.3","False","B.1.1.529.5.3.1.3","['BA.5.3.1']"
"BE.4","False","B.1.1.529.5.3.1.4","['BA.5.3.1']"
"BE.4.1","False","B.1.1.529.5.3.1.4.1","['BE.4']"
"BE.4.1.1","False","B.1.1.529.5.3.1.4.1.1","['BE.4.1']"
"CQ.1","False","B.1.1.529.5.3.1.4.1.1.1","['BE.4.1.1']"
"CQ.1.1","False","B.1.1.529.5.3.1.4.1.1.1.1","['CQ.1']"
"CQ.2","False","B.1.1.529.5.3.1.4.1.1.2","['BE.4.1.1']"
"BE.4.2","False","B.1.1.529.5.3.1.4.2","['BE.4']"
"BE.5","False","B.1.1.529.5.3.1.5","['BA.5.3.1']"
"BE.6","False","B.1.1.529.5.3.1.6","['BA.5.3.1']"
"BE.7","False","B.1.1.529.5.3.1.7","['BA.5.3.1']"
"BE.8","False","B.1.1.529.5.3.1.8","['BA.5.3.1']"
"BE.9","False","B.1.1.529.5.3.1.9","['BA.5.3.1']"
"BE.10","False","B.1.1.529.5.3.1.10","['BA.5.3.1']"
"BE.11","False","B.1.1.529.5.3.1.11","['BA.5.3.1']"
"BE.12","False","B.1.1.529.5.3.1.12","['BA.5.3.1']"
"BE.13","False","B.1.1.529.5.3.1.13","['BA.5.3.1']"
"BA.5.3.2","False","B.1.1.529.5.3.2","['BA.5.3']"
"BA.5.3.3","False","B.1.1.529.5.3.3","['BA.5.3']"
"BA.5.3.4","False","B.1.1.529.5.3.4","['BA.5.3']"
"BA.5.3.5","False","B.1.1.529.5.3.5","['BA.5.3']"
"BA.5.5","False","B.1.1.529.5.5","['BA.5']"
"BA.5.5.1","False","B.1.1.529.5.5.1","['BA.5.5']"
"BA.5.5.2","False","B.1.1.529.5.5.2","['BA.5.5']"
"BA.5.5.3","False","B.1.1.529.5.5.3","['BA.5.5']"
"BA.5.6","False","B.1.1.529.5.6","['BA.5']"
"BA.5.6.1","False","B.1.1.529.5.6.1","['BA.5.6']"
"BA.5.6.2","False","B.1.1.529.5.6.2","['BA.5.6']"
"BW.1","False","B.1.1.529.5.6.2.1","['BA.5.6.2']"
"BW.1.1","False","B.1.1.529.5.6.2.1.1","['BW.1']"
"BW.1.1.1","False","B.1.1.529.5.6.2.1.1.1","['BW.1.1']"
"BW.1.1.2","False","B.1.1.529.5.6.2.1.1.2","['BW.1.1']"
"BW.1.2","False","B.1.1.529.5.6.2.1.2","['BW.1']"
"BA.5.6.3","False","B.1.1.529.5.6.3","['BA.5.6']"
"BA.5.6.4","False","B.1.1.529.5.6.4","['BA.5.6']"
"BA.5.7","False","B.1.1.529.5.7","['BA.5']"
"BA.5.8","False","B.1.1.529.5.8","['BA.5']"
"BA.5.9","False","B.1.1.529.5.9","['BA.5']"
"BA.5.10","False","B.1.1.529.5.10","['BA.5']"
"BA.5.10.1","False","B.1.1.529.5.10.1","['BA.5.10']"
"DF.1","False","B.1.1.529.5.10.1.1","['BA.5.10.1']"
"DF.1.1","False","B.1.1.529.5.10.1.1.1","['DF.1']"
"BA.5.11","False","B.1.1.529.5.11","['BA.5']"
"BA.5.12","False","B.1.1.529.5.12","['BA.5']"
"B.1.2","False","B.1.2","['B.1']"
"B.1.3","False","B.1.3","['B.1']"
"B.1.6","False","B.1.6","['B.1']"
"B.1.8","False","B.1.8","['B.1']"
"B.1.12","False","B.1.12","['B.1']"
"B.1.13","False","B.1.13","['B.1']"
"B.1.14","False","B.1.14","['B.1']"
"B.1.22","False","B.1.22","['B.1']"
"B.1.22.1","False","B.1.22.1","['B.1.22']"
"B.1.23","False","B.1.23","['B.1']"
"B.1.35","False","B.1.35","['B.1']"
"B.1.36","False","B.1.36","['B.1']"
"B.1.36.1","False","B.1.36.1","['B.1.36']"
"B.1.36.2","False","B.1.36.2","['B.1.36']"
"B.1.36.7","False","B.1.36.7","['B.1.36']"
"B.1.36.8","False","B.1.36.8","['B.1.36']"
"B.1.36.9","False","B.1.36.9","['B.1.36']"
"B.1.36.10","False","B.1.36.10","['B.1.36']"
"B.1.36.12","False","B.1.36.12","['B.1.36']"
"B.1.36.16","False","B.1.36.16","['B.1.36']"
"B.1.36.17","False","B.1.36.17","['B.1.36']"
"B.1.36.18","False","B.1.36.18","['B.1.36']"
"B.1.36.19","False","B.1.36.19","['B.1.36']"
"B.1.36.20","False","B.1.36.20","['B.1.36']"
"B.1.36.21","False","B.1.36.21","['B.1.36']"
"B.1.36.22","False","B.1.36.22","['B.1.36']"
"B.1.36.23","False","B.1.36.23","['B.1.36']"
"B.1.36.24","False","B.1.36.24","['B.1.36']"
"B.1.36.25","False","B.1.36.25","['B.1.36']"
"B.1.36.26","False","B.1.36.26","['B.1.36']"
"B.1.36.28","False","B.1.36.28","['B.1.36']"
"B.1.36.27","False","B.1.36.27","['B.1.36']"
"B.1.36.29","False","B.1.36.29","['B.1.36']"
"B.1.36.31","False","B.1.36.31","['B.1.36']"
"B.1.36.33","False","B.1.36.33","['B.1.36']"
