"location","date","A (Lineage)","Alpha (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.519 (WHO FMV)","B.1.177 - 20E/EU1","C (Lineage)","C.36.3 (WHO FMV)","Delta (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.102.1 (WHO VOC)","Delta - AY.102.2 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.105 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.122.4 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.128 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.25.1.1 (WHO VOC)","Delta - AY.25.3 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.26.1 (WHO VOC)","Delta - AY.29 (WHO VOC)","Delta - AY.29.1 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.1 (WHO VOC)","Delta - AY.3.2 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.40 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.43.8 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.48 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.3 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.58 (WHO VOC)","Delta - AY.74 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.82 (WHO VOC)","Delta - AY.84 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Epsilon (WHO VOI)","Gamma (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.12 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.4 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.7.1 (WHO VOC)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.1.1 (WHO VOC)","Omicron - BA.1.1.10 (WHO VOC)","Omicron - BA.1.1.11 (WHO VOC)","Omicron - BA.1.1.12 (WHO VOC)","Omicron - BA.1.1.13 (WHO VOC)","Omicron - BA.1.1.14 (WHO VOC)","Omicron - BA.1.1.15 (WHO VOC)","Omicron - BA.1.1.16 (WHO VOC)","Omicron - BA.1.1.2 (WHO VOC)","Omicron - BA.1.1.3 (WHO VOC)","Omicron - BA.1.1.4 (WHO VOC)","Omicron - BA.1.1.6 (WHO VOC)","Omicron - BA.1.1.8 (WHO VOC)","Omicron - BA.1.10 (WHO VOC)","Omicron - BA.1.13 (WHO VOC)","Omicron - BA.1.14 (WHO VOC)","Omicron - BA.1.14.1 (WHO VOC)","Omicron - BA.1.15 (WHO VOC)","Omicron - BA.1.15.1 (WHO VOC)","Omicron - BA.1.16 (WHO VOC)","Omicron - BA.1.17 (WHO VOC)","Omicron - BA.1.17.1 (WHO VOC)","Omicron - BA.1.17.2 (WHO VOC)","Omicron - BA.1.18 (WHO VOC)","Omicron - BA.1.19 (WHO VOC)","Omicron - BA.1.2 (WHO VOC)","Omicron - BA.1.20 (WHO VOC)","Omicron - BA.1.21 (WHO VOC)","Omicron - BA.1.3 (WHO VOC)","Omicron - BA.1.7 (WHO VOC)","Omicron - BA.1.9 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.2.10 (WHO VOC)","Omicron - BA.2.13 (WHO VOC)","Omicron - BA.2.3 (WHO VOC)","Omicron - BA.2.6 (WHO VOC)","Omicron - BA.2.7 (WHO VOC)","Omicron - BA.2.9 (WHO VOC)","Other","P (Lineage)","XB (Lineage)","Zeta (WHO VOI)","Unknown"
"Peru","2021-09-19","0","0","0","0","0","0","0","0","0","68","242","68","1918","295","577","27","0","0","0","14","0","41","0","0","14","0","644","0","135","0","0","0","0","0","0","282","0","0","0","27","269","0","81","309","0","0","27","0","215","0","14","0","41","41","0","0","54","0","1140","0","81","0","0","68","0","0","0","68","0","0","14","0","0","0","94","0","0","0","41","0","0","0","0","14","0","0","27","0","0","0","0","148","0","1154","0","27","0","0","68","1248","1690","483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","228","0","0","0"
"Peru","2021-10-03","0","0","14","0","0","0","0","0","0","110","560","110","2007","547","287","14","0","0","14","0","0","82","14","28","14","28","820","0","219","0","0","0","0","0","0","164","0","0","28","137","192","0","0","219","0","0","0","0","328","0","0","0","0","55","0","14","55","0","2157","0","0","0","0","123","0","14","0","82","0","0","28","0","0","0","55","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","55","0","997","0","0","0","0","0","574","997","519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","274","0","0","0"
"Peru","2021-10-17","0","0","0","0","0","0","0","0","0","41","672","148","1908","363","229","68","0","0","0","81","0","148","0","0","202","14","780","0","323","14","0","0","0","0","14","242","0","0","81","95","148","0","27","350","0","0","0","0","189","14","0","54","27","0","0","0","229","0","2217","0","0","0","0","417","0","14","14","121","14","0","81","0","27","0","215","0","0","0","14","0","0","0","27","27","0","0","27","41","0","54","0","27","0","269","0","0","0","0","0","242","309","229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","242","0","0","0"
"Peru","2021-10-31","0","0","0","0","0","0","0","0","0","145","756","242","1866","226","403","33","0","0","0","129","0","49","0","17","419","0","1142","17","547","0","17","49","0","17","0","210","0","0","81","145","145","49","0","258","0","0","0","0","306","17","0","0","17","17","0","0","129","0","2573","0","0","0","0","547","0","17","0","33","0","0","65","0","0","17","177","0","0","0","33","0","0","17","0","0","0","0","33","33","0","17","0","17","0","338","0","0","0","0","0","49","145","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0"
"Peru","2021-11-14","0","0","0","0","0","0","0","0","0","30","730","278","1707","394","336","30","0","0","0","88","0","44","0","30","467","0","1328","0","817","15","0","0","0","30","0","292","15","15","103","205","292","15","0","190","0","15","0","0","219","15","0","0","380","0","15","15","88","0","2932","30","0","15","44","496","30","15","0","15","0","0","88","0","44","0","146","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","0","0","0","0","0","88","132","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0"
"Peru","2021-11-28","0","0","0","0","0","0","0","0","0","74","1052","123","2543","196","807","25","0","25","0","172","0","0","0","0","1492","0","2494","0","1003","0","0","0","0","74","0","343","0","0","172","318","538","0","25","245","0","0","25","0","441","25","0","25","489","0","0","0","196","25","4352","25","0","25","25","636","0","0","0","74","0","25","318","0","0","0","392","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","172","0","0","0","0","0","98","49","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172","123","0","0","0"
"Peru","2021-12-12","0","0","0","0","0","0","0","0","0","0","1260","131","1737","348","500","66","0","0","0","87","0","44","0","131","1672","0","1911","0","1368","0","0","0","22","87","0","804","0","22","44","348","370","0","0","109","0","0","261","0","196","0","22","0","1021","0","0","0","1867","0","3213","0","0","0","0","652","0","44","0","66","0","0","87","66","0","0","261","0","0","22","0","0","22","0","22","0","66","0","0","22","0","0","0","0","0","87","0","0","0","0","0","87","66","22","0","44","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","825","196","0","0","0"
"Peru","2021-12-26","0","0","0","0","0","0","0","0","0","53","1324","80","1800","106","741","27","0","0","27","371","27","133","0","424","1985","0","1747","0","741","0","0","53","0","27","0","239","0","0","53","106","239","0","27","106","0","0","53","0","212","0","0","27","397","0","0","0","1112","27","3282","0","0","0","27","556","0","53","0","80","0","0","27","27","0","0","450","0","0","0","27","0","0","0","0","53","0","27","0","0","0","0","0","0","0","27","0","0","0","0","0","0","80","0","0","2197","1985","27","0","0","0","27","0","27","0","27","0","0","0","0","0","0","662","27","741","530","265","477","0","133","636","0","0","159","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","2022-01-09","0","0","0","0","0","0","0","0","0","244","1828","122","2194","122","244","0","0","0","0","610","0","122","0","366","4266","0","1950","0","3656","0","0","0","0","0","0","488","0","0","0","122","488","0","0","0","0","0","0","0","122","0","0","0","4997","0","0","0","610","0","5728","0","0","0","0","2316","0","0","0","122","0","0","0","0","0","0","975","0","0","0","0","122","0","0","244","0","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8531","21692","3534","0","122","0","0","0","122","0","0","0","0","0","122","0","244","854","122","6337","4266","6337","2925","0","1828","2194","0","610","1585","0","0","122","2803","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","2022-01-23","0","0","0","0","0","0","0","0","0","674","674","0","2021","0","0","0","0","0","0","674","0","0","0","674","4041","0","674","0","3367","0","0","0","0","0","0","0","0","0","0","674","0","0","0","0","0","0","0","0","0","0","0","1347","674","0","0","0","2021","0","2021","0","0","0","0","674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","674","674","0","0","58583","165648","14814","0","0","4714","3367","0","0","674","2021","0","674","0","0","674","0","22221","2021","44442","49156","18181","12121","0","17508","13468","4041","2021","18855","23568","0","65317","4714","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","2022-02-06","0","0","0","0","0","0","0","0","0","0","0","0","537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71345","160928","10729","0","2146","0","1610","1073","3219","0","1073","0","0","537","0","0","537","8583","4292","34868","37550","20385","13948","0","15020","10729","2683","1073","1610","1610","0","6438","2683","1610","0","0","0","0","0","0","0","0","0","0","0"
"Peru","2022-02-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21507","52661","2531","159","1107","0","475","0","633","317","475","159","0","0","317","0","0","5219","159","13600","7433","4903","3638","159","3796","5377","159","0","2056","1582","0","2689","633","317","0","0","0","0","0","317","0","0","0","0","0"
"Peru","2022-03-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4853","14511","1587","0","514","0","47","47","420","47","514","47","47","0","0","0","0","467","187","2007","2333","887","607","47","794","654","140","0","420","0","0","0","140","47","0","47","0","0","94","47","0","0","0","0","0"
"Peru","2022-03-20","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1329","7074","598","0","67","0","67","0","133","0","133","0","0","0","0","0","0","200","67","831","1063","266","266","100","233","465","0","34","67","0","100","0","67","133","133","34","100","34","0","167","0","0","0","0","0"
"Peru","2022-04-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","497","3519","83","0","0","0","42","0","83","0","0","0","0","0","0","0","0","166","0","663","290","290","332","0","166","207","42","0","42","0","0","0","42","249","42","0","0","83","42","166","83","0","0","0","0"
"Peru","2022-04-17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7180"
