"location","date","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.17.2 (WHO VOC)","Omicron - BA.2.3 (WHO VOC)","Omicron - BA.5.2.1 (WHO VOC)","Other"
"Kiribati","2022-01-23","22,22222222222222","16,666666666666664","61,111111111111114","0,0","0,0","0"
"Kiribati","2022-02-06","0,0","0,0","100,0","0,0","0,0","0"
"Kiribati","2022-03-20","0,0","0,0","100,0","0,0","0,0","0"
"Kiribati","2022-05-01","0,0","14,285714285714285","85,71428571428571","0,0","0,0","0"
"Kiribati","2022-06-12","0,0","0,0","100,0","0,0","0,0","0"
"Kiribati","2022-06-26","0,0","0,0","66,66666666666666","33,33333333333333","0,0","0"
"Kiribati","2022-07-10","0,0","0,0","100,0","0,0","0,0","0"
"Kiribati","2022-07-24","0,0","0,0","9,090909090909092","0,0","90,9090909090909","0"
"Kiribati","2022-08-21","0,0","0,0","23,684210526315788","0,0","76,31578947368422","0"
