"location","date","Omicron - BA.5 (WHO VOC)","Omicron - BA.5.5 (WHO VOC)","Omicron - BE.1 (WHO VOC)","Omicron - BQ.1.3 (WHO VOC-SUM)","Other"
"Micronesia","2022-06-12","0,0","100,0","0,0","0,0","0"
"Micronesia","2022-07-10","0,0","100,0","0,0","0,0","0"
"Micronesia","2022-07-24","0,0","100,0","0,0","0,0","0"
"Micronesia","2022-08-07","0,0","100,0","0,0","0,0","0"
"Micronesia","2022-08-21","0,0","0,0","100,0","0,0","0"
"Micronesia","2022-09-04","0,0","0,0","100,0","0,0","0"
"Micronesia","2022-09-18","0,0","0,0","100,0","0,0","0"
"Micronesia","2022-10-02","88,88888888888889","0,0","11,11111111111111","0,0","0"
"Micronesia","2023-01-22","0,0","0,0","0,0","100,0","0"
