"location","date","A (Lineage)","A.2.5","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (WHO FMV)","B.1.1.519 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.619 (WHO FMV)","BA.2.12.1 (WHO VOC-LUM)","Beta (WHO VOC)","C (Lineage)","C.1.2 (WHO FMV)","Delta (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.104 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.109 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.119.2 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.120.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.122.4 (WHO VOC)","Delta - AY.122.6 (WHO VOC)","Delta - AY.123 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.124.1 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.13 (WHO VOC)","Delta - AY.132 (WHO VOC)","Delta - AY.133 (WHO VOC)","Delta - AY.17 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.21 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.25.3 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.28 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.3 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.33.1 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.36.1 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.11 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.2.4 (WHO VOC)","Delta - AY.4.9 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.2 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.43.7 (WHO VOC)","Delta - AY.43.8 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.3 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.48 (WHO VOC)","Delta - AY.49 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.1 (WHO VOC)","Delta - AY.5.3 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.5.5 (WHO VOC)","Delta - AY.51 (WHO VOC)","Delta - AY.52 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.67 (WHO VOC)","Delta - AY.71 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.93 (WHO VOC)","Delta - AY.94 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Eta (WHO VOI)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.10.1 (WHO VOC)","Gamma - P.1.11 (WHO VOC)","Gamma - P.1.12 (WHO VOC)","Gamma - P.1.13 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.17.1 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.3 (WHO VOC)","Gamma - P.1.4 (WHO VOC)","Gamma - P.1.5 (WHO VOC)","Gamma - P.1.6 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.7.1 (WHO VOC)","Gamma - P.1.8 (WHO VOC)","Gamma - P.1.9 (WHO VOC)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.1.1 (WHO VOC)","Omicron - BA.1.1.10 (WHO VOC)","Omicron - BA.1.1.11 (WHO VOC)","Omicron - BA.1.1.13 (WHO VOC)","Omicron - BA.1.1.14 (WHO VOC)","Omicron - BA.1.1.15 (WHO VOC)","Omicron - BA.1.1.16 (WHO VOC)","Omicron - BA.1.1.18 (WHO VOC)","Omicron - BA.1.1.2 (WHO VOC)","Omicron - BA.1.1.5 (WHO VOC)","Omicron - BA.1.1.7 (WHO VOC)","Omicron - BA.1.10 (WHO VOC)","Omicron - BA.1.12 (WHO VOC)","Omicron - BA.1.13 (WHO VOC)","Omicron - BA.1.14 (WHO VOC)","Omicron - BA.1.14.1 (WHO VOC)","Omicron - BA.1.14.2 (WHO VOC)","Omicron - BA.1.15 (WHO VOC)","Omicron - BA.1.15.1 (WHO VOC)","Omicron - BA.1.15.2 (WHO VOC)","Omicron - BA.1.16 (WHO VOC)","Omicron - BA.1.17 (WHO VOC)","Omicron - BA.1.17.1 (WHO VOC)","Omicron - BA.1.17.2 (WHO VOC)","Omicron - BA.1.18 (WHO VOC)","Omicron - BA.1.19 (WHO VOC)","Omicron - BA.1.20 (WHO VOC)","Omicron - BA.1.21 (WHO VOC)","Omicron - BA.1.5 (WHO VOC)","Omicron - BA.1.7 (WHO VOC)","Omicron - BA.1.8 (WHO VOC)","Omicron - BA.1.9 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.2.1 (WHO VOC)","Omicron - BA.2.10 (WHO VOC)","Omicron - BA.2.11 (WHO VOC)","Omicron - BA.2.12 (WHO VOC)","Omicron - BA.2.13 (WHO VOC)","Omicron - BA.2.18 (WHO VOC)","Omicron - BA.2.2 (WHO VOC)","Omicron - BA.2.21 (WHO VOC)","Omicron - BA.2.22 (WHO VOC)","Omicron - BA.2.23 (WHO VOC)","Omicron - BA.2.3 (WHO VOC)","Omicron - BA.2.3.2 (WHO VOC)","Omicron - BA.2.31 (WHO VOC)","Omicron - BA.2.36 (WHO VOC)","Omicron - BA.2.37 (WHO VOC)","Omicron - BA.2.38 (WHO VOC)","Omicron - BA.2.5 (WHO VOC)","Omicron - BA.2.6 (WHO VOC)","Omicron - BA.2.7 (WHO VOC)","Omicron - BA.2.9 (WHO VOC)","Omicron - BA.4 (WHO VOC)","Omicron - BA.5 (WHO VOC)","Omicron - BA.5.1 (WHO VOC)","Other","P (Lineage)","P.7","XE (Lineage)","Zeta (WHO VOI)","Unknown"
"Brazil","2021-06-27","0","0","18536","0","853","0","640","214","0","0","0","0","0","0","0","0","0","0","0","0","0","13423","0","0","0","0","0","0","0","0","214","0","0","0","0","0","0","0","0","214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","640","0","0","0","0","0","0","0","0","0","0","0","0","0","427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","427","6818","0","706485","853","6818","0","1492","5540","0","108231","853","427","0","8310","0","20667","214","16832","56033","0","3622","7244","427","640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10227","4262","0","0","214","0"
"Brazil","2021-07-11","0","0","7171","0","1041","0","347","810","0","0","0","0","0","0","0","0","0","0","0","232","232","10409","116","0","0","0","0","0","0","0","116","0","0","0","0","0","0","0","0","232","0","0","0","0","0","0","0","0","0","0","116","0","0","0","0","0","0","0","116","0","0","0","0","0","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","0","0","0","0","0","0","0","116","0","116","0","0","0","0","0","0","0","1273","0","0","0","0","0","0","0","0","0","0","0","0","0","116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","694","25676","0","455443","694","2892","0","926","4395","116","60834","1157","694","0","6477","116","13763","232","5436","48806","0","4048","7518","232","347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4627","463","0","0","232","0"
"Brazil","2021-07-25","0","0","3813","0","1377","0","424","742","0","0","0","0","0","0","0","0","0","0","0","0","424","16734","0","0","0","0","0","0","0","0","106","0","0","0","0","0","0","0","0","1165","0","0","0","0","0","0","106","0","0","0","106","0","0","0","0","0","0","0","0","0","0","0","212","0","0","0","0","0","0","106","106","0","0","0","0","0","0","0","212","212","0","0","0","0","0","0","106","424","212","318","0","0","0","0","0","0","0","2860","106","0","0","212","212","0","0","0","0","0","0","0","0","318","0","0","0","0","0","212","0","0","0","0","0","0","0","0","1377","39927","0","359872","1165","3390","0","2754","4872","1271","49671","424","1165","0","4131","0","15463","0","6461","56766","318","5931","4660","106","424","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6037","636","0","0","1589","0"
"Brazil","2021-08-08","0","87","2514","0","434","0","87","347","0","0","0","0","0","0","87","0","0","0","0","87","694","15859","0","0","87","87","0","0","0","0","87","0","0","0","0","87","260","0","0","174","0","0","0","0","174","87","0","87","0","87","0","0","0","174","694","0","0","0","0","260","347","0","954","0","174","0","0","0","694","954","520","0","434","0","434","0","0","0","0","0","0","0","0","0","0","0","347","2167","1994","2080","0","0","0","174","0","0","0","6327","260","0","0","954","87","0","87","0","0","0","87","0","0","347","0","0","0","0","0","87","0","0","0","0","0","0","87","87","5980","92292","0","206856","347","2860","87","2254","4507","0","29725","607","607","174","2947","0","12566","0","3467","58149","0","4247","3207","0","434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2947","174","0","0","87","0"
"Brazil","2021-08-22","0","0","1019","0","1104","0","0","85","0","0","0","0","0","0","0","0","85","0","0","340","1019","23249","170","0","0","0","0","0","0","0","764","0","85","0","0","0","170","0","0","849","0","0","0","0","85","85","0","0","0","85","0","0","0","0","764","0","0","0","0","85","170","0","1528","0","85","0","0","0","0","764","2970","0","1697","0","0","85","0","0","255","0","0","0","0","0","0","0","934","4667","2376","5431","0","0","0","85","0","0","0","13746","85","0","0","1528","340","0","0","0","0","0","0","0","0","425","0","0","0","0","85","0","0","0","0","0","85","85","340","85","11200","166301","0","84169","85","679","0","934","1952","170","5176","425","255","0","1019","0","13321","0","6703","37079","0","3310","2037","170","425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1697","255","0","0","0","0"
"Brazil","2021-09-05","0","0","269","0","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","323","1398","15269","54","162","0","54","0","0","0","0","1398","0","0","0","0","0","0","54","54","323","0","0","0","108","54","377","108","0","54","54","0","0","54","0","216","0","0","0","0","162","377","0","2796","54","269","0","0","0","108","1506","7366","0","3172","0","54","54","0","0","54","0","0","0","0","0","0","54","1076","10108","3818","8656","0","0","0","323","54","162","0","14677","108","54","0","1506","0","54","0","54","0","0","0","54","0","1936","0","54","0","0","0","54","0","0","0","0","54","0","323","377","9140","164508","0","27096","162","108","0","538","162","54","1237","0","0","0","269","0","7151","0","2904","22688","0","1022","377","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1775","0","0","0","54","0"
"Brazil","2021-09-19","0","37","0","0","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","2509","14181","0","73","0","37","0","0","0","0","1637","0","37","110","0","0","0","0","0","873","73","0","0","146","146","110","0","0","0","73","0","0","0","0","255","0","0","0","0","146","182","0","1600","0","982","0","0","0","182","1019","7600","0","3200","37","0","110","0","0","110","37","0","0","0","37","0","0","1200","8982","2982","5127","0","0","37","291","37","73","0","10254","364","0","37","1491","0","37","73","0","0","0","0","0","0","1055","37","0","37","0","0","0","0","0","0","0","73","0","255","255","7382","123811","0","8364","37","182","0","73","37","73","437","0","73","0","73","0","2146","0","837","9091","37","400","146","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2037","37","0","0","0","0"
"Brazil","2021-10-03","0","0","0","0","184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","459","4629","16040","92","321","0","46","0","0","0","0","2109","46","92","92","0","0","0","0","0","505","0","0","0","184","230","321","0","0","46","0","0","0","0","0","184","0","46","0","46","459","275","0","2017","0","1925","0","0","0","92","1559","10128","138","3575","0","0","138","230","0","275","0","0","0","0","0","0","0","1971","12328","3987","6737","46","0","550","92","0","275","0","9349","138","0","0","963","46","138","0","0","0","0","0","0","46","459","0","0","0","0","0","0","0","0","46","46","46","0","92","92","4491","126710","0","2979","0","230","0","230","46","92","92","0","0","0","92","0","1146","0","825","5775","0","459","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","871","0","0","0","0","0"
"Brazil","2021-10-17","0","35","0","0","69","0","35","0","0","0","0","0","0","0","0","0","0","0","0","239","3749","17177","69","69","0","103","35","35","0","35","2420","0","205","35","103","0","35","0","35","1125","0","0","0","69","171","341","103","69","0","0","0","0","0","0","103","0","0","0","0","103","103","0","1466","0","1466","0","35","35","103","852","6373","137","2352","35","0","0","35","69","103","0","0","0","0","0","0","0","1159","8657","4329","4431","0","273","171","35","35","103","0","5317","35","0","0","921","0","35","0","0","0","35","0","35","0","921","0","0","0","0","35","205","0","35","35","0","0","0","35","137","4874","101252","0","921","0","35","0","0","0","0","0","0","0","0","0","0","273","0","273","1534","0","35","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","784","0","0","0","0","0"
"Brazil","2021-10-31","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","87","173","3186","16013","0","44","0","87","0","0","44","44","2454","0","44","0","44","0","0","0","0","1722","0","0","0","44","388","603","0","0","44","0","0","0","0","0","173","0","0","0","0","775","388","0","1378","0","2669","0","0","0","130","646","6500","44","1550","0","0","173","87","0","130","0","0","0","0","0","0","44","517","11192","4778","3315","0","603","947","87","0","130","44","3831","0","0","0","1292","44","0","0","0","0","0","0","0","0","1206","44","0","0","0","0","560","0","0","0","130","0","0","0","0","4090","91081","0","216","0","44","0","0","44","0","0","44","0","0","0","0","0","0","388","818","173","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","388","0","0","0","0","0"
"Brazil","2021-11-14","0","30","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","209","2863","13894","30","0","0","0","0","0","0","0","1342","0","60","60","418","0","0","0","0","1670","0","0","0","120","269","328","0","0","0","0","0","30","0","0","150","30","0","30","0","209","328","30","299","0","3071","30","0","0","209","1968","8259","269","1700","0","0","30","30","0","179","0","60","0","0","0","0","60","388","10555","6828","4801","0","1402","209","30","0","90","0","3071","239","0","0","328","0","0","0","0","30","0","0","30","0","627","0","0","0","0","0","1253","30","30","60","0","0","0","0","150","3996","73999","0","179","0","0","0","0","0","0","60","0","0","0","0","0","60","0","209","90","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299","0","0","0","0","0"
"Brazil","2021-11-28","0","0","0","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","501","2315","12666","0","63","0","32","0","0","0","0","970","0","32","0","282","0","0","0","0","2096","32","0","0","32","313","720","0","0","32","32","32","0","0","0","32","0","0","32","0","94","188","0","157","0","1502","0","0","0","188","1627","7881","157","657","0","0","126","0","0","157","0","0","0","0","0","0","63","188","10164","3722","4004","0","1502","595","219","32","94","0","2502","32","0","0","407","0","0","0","0","0","0","0","0","0","626","0","0","0","0","0","470","0","0","32","0","0","0","32","63","2627","61672","0","188","0","32","0","0","63","0","0","0","0","0","0","0","0","0","188","63","0","0","0","0","0","0","63","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","563","0","0","0","0","0"
"Brazil","2021-12-12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","242","1519","10870","70","70","0","346","0","0","0","0","1277","0","104","0","277","0","35","0","70","3175","0","35","35","0","622","0","35","208","0","35","0","0","35","0","139","0","0","0","0","70","311","0","208","0","1070","0","0","0","35","1622","6315","35","863","0","0","208","35","0","346","0","139","104","0","0","35","35","104","9904","3555","5867","0","2071","794","208","70","0","0","1898","70","0","0","70","0","0","0","0","0","0","0","0","0","518","70","0","35","0","0","656","0","0","35","0","0","0","0","35","2347","45550","0","242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","1381","967","70","0","0","0","0","0","0","0","0","0","0","0","0","0","104","346","0","0","0","0","0","35","0","35","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","311","0","0","0","0","0"
"Brazil","2021-12-26","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","511","2662","37","73","0","92","0","0","0","0","383","19","0","19","19","19","0","0","0","693","0","0","0","0","73","0","0","37","0","0","0","0","0","0","37","0","0","0","0","55","146","0","128","0","347","37","0","0","0","493","1659","0","146","0","0","19","0","0","37","0","0","0","19","0","0","0","165","3920","620","1896","19","347","165","0","0","19","0","639","19","0","0","19","0","0","0","0","0","0","0","0","19","73","0","0","0","19","0","329","0","0","37","0","0","0","0","73","985","14603","0","383","0","19","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8787","3300","73","19","0","0","128","37","0","0","0","0","0","37","0","37","675","1805","274","602","0","0","0","146","0","128","0","37","37","73","0","0","0","383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1040","0","0","0","0","0"
"Brazil","2022-01-09","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1152","34","34","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","407","0","0","0","0","34","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","0","68","0","0","0","0","0","0","339","780","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","238","2338","305","339","34","136","204","102","0","0","0","204","34","34","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","34","0","271","0","0","34","0","0","0","0","0","644","9417","0","915","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121636","56703","1728","0","0","34","3557","2541","0","136","0","0","0","0","68","509","14600","19138","5047","18495","170","0","136","2473","0","4844","441","34","542","68","0","0","34","7452","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6877","0","0","0","0","0"
"Brazil","2022-01-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176","176","528","0","176","0","0","0","0","0","0","352","0","0","0","0","0","0","0","0","176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176","0","0","0","0","0","0","0","0","0","352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2112","0","0","0","0","704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176","176","0","0","0","0","0","0","0","0","528","6864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","615580","394725","18830","0","176","176","19886","20414","0","3872","176","0","0","0","0","1584","64057","127410","24462","77784","352","0","1408","12143","0","57018","1408","704","1056","176","704","176","0","22702","8800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36780","0","0","0","0","0"
"Brazil","2022-02-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313","0","0","0","0","0","0","0","313","626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","955740","616192","32860","313","939","0","26601","17213","939","5008","0","313","313","313","313","9389","133316","234398","56018","160855","2191","0","313","21907","313","74795","4069","626","3756","313","313","0","0","60399","12831","0","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313","0","0","0","52888","0","0","0","0","0"
"Brazil","2022-02-20","0","0","0","0","2405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","587513","453181","34861","0","0","0","27949","2104","301","3907","301","0","0","0","0","4809","92259","192632","29451","106384","602","0","301","20436","0","24643","2705","301","1804","301","1203","301","0","30954","24342","301","301","0","0","0","0","0","0","0","301","1503","0","0","0","0","0","0","0","0","301","0","0","0","21337","0","0","0","0","0"
"Brazil","2022-03-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","253607","283249","18749","507","0","0","23056","1267","0","1014","254","0","0","0","0","2281","33190","78033","10895","43324","507","0","254","10895","0","10135","2027","0","1774","0","507","254","0","7601","36990","254","761","0","0","0","0","254","0","0","761","2281","0","0","0","0","0","0","0","0","507","0","0","0","11401","0","0","0","0","0"
"Brazil","2022-03-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142347","193185","16120","0","0","0","17856","0","744","496","0","248","0","0","0","992","19840","61502","9176","27279","0","0","0","11160","0","6448","992","0","0","0","496","0","0","3224","52822","744","992","0","0","0","0","0","0","0","1240","1984","0","0","248","0","0","0","0","0","4464","0","0","0","5208","0","0","744","0","0"
"Brazil","2022-04-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44049","96487","4615","840","0","0","15942","0","0","0","0","0","0","0","0","0","3357","20556","840","10908","0","420","0","6713","0","9649","0","0","0","0","420","0","0","0","132565","840","1679","0","420","0","0","0","0","0","2098","2098","0","0","0","0","0","0","0","0","6713","0","0","0","3776","0","0","0","0","0"
