"location","date","A (Lineage)","A.2.5","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.4 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (WHO FMV)","B.1.1.519 (WHO FMV)","B.1.177 - 20E/EU1","B.1.258 - 20A/S:439K","Beta (WHO VOC)","C (Lineage)","Delta (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.103.1 (WHO VOC)","Delta - AY.105 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.119.2 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.121.1 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.4 (WHO VOC)","Delta - AY.122.6 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.25.2 (WHO VOC)","Delta - AY.25.3 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.26.1 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.1 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.36.1 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.15 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.6 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46.3 (WHO VOC)","Delta - AY.46.6 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.5 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.64 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Epsilon (WHO VOI)","Eta (WHO VOI)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.12 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.7.1 (WHO VOC)","Iota (WHO VOI)","L (Lineage)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.1.1 (WHO VOC)","Omicron - BA.1.1.10 (WHO VOC)","Omicron - BA.1.1.11 (WHO VOC)","Omicron - BA.1.1.12 (WHO VOC)","Omicron - BA.1.1.13 (WHO VOC)","Omicron - BA.1.1.14 (WHO VOC)","Omicron - BA.1.1.15 (WHO VOC)","Omicron - BA.1.1.16 (WHO VOC)","Omicron - BA.1.1.2 (WHO VOC)","Omicron - BA.1.1.6 (WHO VOC)","Omicron - BA.1.1.7 (WHO VOC)","Omicron - BA.1.10 (WHO VOC)","Omicron - BA.1.13 (WHO VOC)","Omicron - BA.1.13.1 (WHO VOC)","Omicron - BA.1.14 (WHO VOC)","Omicron - BA.1.14.1 (WHO VOC)","Omicron - BA.1.14.2 (WHO VOC)","Omicron - BA.1.15 (WHO VOC)","Omicron - BA.1.15.1 (WHO VOC)","Omicron - BA.1.16 (WHO VOC)","Omicron - BA.1.17 (WHO VOC)","Omicron - BA.1.17.2 (WHO VOC)","Omicron - BA.1.18 (WHO VOC)","Omicron - BA.1.20 (WHO VOC)","Omicron - BA.1.21 (WHO VOC)","Omicron - BA.1.5 (WHO VOC)","Omicron - BA.1.6 (WHO VOC)","Omicron - BA.1.7 (WHO VOC)","Omicron - BA.1.8 (WHO VOC)","Omicron - BA.1.9 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.2.3 (WHO VOC)","Omicron - BA.2.9 (WHO VOC)","Other","P.7","XB (Lineage)","Zeta (WHO VOI)","Unknown"
"Argentina","2021-09-19","0","0","343","0","0","0","0","0","0","0","0","0","0","0","229","229","0","0","2401","686","0","0","0","343","0","0","0","229","0","572","0","0","686","115","0","115","0","229","0","458","0","0","3086","572","115","115","0","0","343","115","0","0","0","0","0","0","115","0","0","115","0","0","0","115","0","1372","0","115","0","115","0","0","115","0","0","0","0","0","572","0","0","0","0","686","0","0","458","0","0","3086","0","115","0","115","7429","0","0","2286","0","0","115","0","7086","343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0"
"Argentina","2021-10-03","0","86","171","0","0","86","0","0","0","0","0","0","0","0","511","1447","0","596","851","86","0","0","86","0","0","86","0","426","0","0","0","0","171","0","0","0","0","0","0","341","0","0","1022","256","766","341","256","0","171","0","0","86","0","0","0","86","171","0","0","86","0","0","0","0","0","596","0","256","86","0","0","0","0","0","0","0","0","0","341","0","0","0","0","256","0","0","256","0","0","936","0","0","86","0","4595","0","0","1277","0","86","0","0","3234","341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","2021-10-17","0","0","68","0","0","34","0","0","0","0","0","0","0","0","34","2170","34","0","339","102","0","0","0","0","0","0","0","34","34","0","0","0","0","136","0","0","34","0","0","102","0","0","2000","0","102","136","68","0","34","0","0","0","0","0","0","0","68","0","0","68","0","0","0","0","0","373","0","68","34","0","0","0","0","0","0","0","0","0","102","0","0","0","0","34","0","0","68","0","0","1085","0","0","0","68","2373","0","0","407","0","0","0","0","2475","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","0","0","0","0"
"Argentina","2021-10-31","0","0","247","0","0","25","0","0","0","0","0","0","0","0","0","3010","149","75","1185","667","25","0","0","0","0","0","0","0","0","0","25","0","50","223","0","50","0","0","0","321","0","0","3873","50","149","99","50","0","25","0","0","25","0","0","25","0","75","0","25","50","0","0","0","0","25","494","25","0","0","0","0","0","0","0","0","0","0","0","173","0","0","839","0","25","25","0","247","0","0","667","0","0","0","0","1259","0","0","321","0","0","0","0","1505","149","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","2021-11-14","0","0","70","0","0","24","0","0","0","0","0","0","0","0","24","1843","47","0","1213","607","0","0","0","0","0","0","0","0","24","0","0","0","47","374","0","24","24","24","0","630","0","0","4876","164","864","514","47","0","0","0","0","0","0","0","0","0","304","0","24","24","0","0","0","0","0","654","117","47","0","0","0","0","0","0","0","0","0","0","257","0","0","1050","0","0","280","24","164","0","0","187","0","0","0","24","584","0","0","280","0","0","0","0","1307","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0"
"Argentina","2021-11-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","1664","58","29","1520","631","0","0","0","29","0","0","0","87","115","0","0","0","287","1004","0","58","0","0","0","1062","0","0","7858","144","918","230","0","29","58","29","0","0","29","0","0","0","87","0","29","173","0","29","0","0","173","545","0","0","0","0","29","0","0","0","0","0","0","0","459","0","29","1291","0","0","345","29","316","0","0","87","0","0","0","29","173","0","0","29","0","0","0","0","717","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","2021-12-12","0","0","46","0","0","0","0","0","0","0","0","0","0","0","136","2566","181","0","2702","1126","0","0","0","0","0","0","0","226","136","0","0","46","451","1081","46","46","0","0","0","901","0","0","12965","361","1261","451","0","0","91","0","0","0","0","0","46","0","0","46","46","226","0","0","0","0","361","1396","46","46","0","0","0","0","0","0","0","0","0","0","271","0","0","1351","0","0","451","0","901","0","0","0","0","0","0","0","226","0","0","0","0","0","46","0","271","0","0","0","946","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","316","0","46","46","46","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0"
"Argentina","2021-12-26","0","0","0","0","0","97","0","0","0","0","0","0","0","0","291","1937","388","0","3874","2712","0","0","0","0","0","0","0","388","0","194","0","0","1453","3874","0","97","97","0","0","97","0","0","26826","582","1744","388","97","0","0","0","0","0","291","0","0","0","97","0","194","485","0","0","0","0","775","2809","0","582","0","0","0","0","0","0","0","0","0","0","678","0","0","3584","97","0","2325","0","775","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","97","97","0","3584","26438","194","97","194","0","291","0","194","291","97","0","0","0","388","0","1066","0","0","8135","291","0","678","678","97","485","97","0","0","97","0","0","0","0","0","97","0","0","0","0"
"Argentina","2022-01-09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1226","3678","0","11034","3678","0","0","0","0","0","0","0","1226","0","0","0","0","2452","13486","0","0","0","0","0","0","0","0","83364","2452","4904","4904","0","0","0","0","0","0","1226","0","0","0","0","0","0","0","0","0","0","0","7356","9808","0","0","0","0","0","0","0","0","0","0","0","0","1226","0","0","8582","0","0","7356","0","9808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56394","432757","7356","1226","4904","0","0","0","4904","1226","1226","0","0","0","15938","0","19616","0","0","84590","1226","1226","12260","3678","2452","6130","3678","0","0","12260","0","0","0","0","0","0","0","0","0","0"
"Argentina","2022-01-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6851","0","0","0","0","0","0","0","0","3426","0","3426","0","0","3426","3426","0","0","0","0","0","0","0","0","20553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44530","917999","20553","0","0","3426","3426","0","10277","10277","17127","3426","3426","3426","34254","0","95911","17127","0","167844","13702","0","47956","13702","6851","3426","20553","3426","3426","30829","0","3426","3426","3426","3426","0","0","0","0","0"
"Argentina","2022-02-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1650","0","0","34636","463455","14844","1650","3299","1650","4948","0","6598","1650","0","0","1650","0","14844","0","24740","8247","0","85764","8247","3299","8247","4948","1650","6598","0","0","1650","19792","0","0","3299","0","0","0","0","0","0","0"
"Argentina","2022-02-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8375","119336","3141","0","0","3141","5235","1047","1047","2094","0","0","0","0","5235","1047","6281","1047","2094","52341","1047","2094","3141","6281","0","1047","0","0","0","4188","2094","0","4188","0","2094","0","0","0","0","0"
"Argentina","2022-03-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2182","58913","2182","0","0","1091","1091","0","1091","0","1091","0","0","1091","4364","0","2182","1091","0","25093","0","0","0","0","0","1091","0","0","0","1091","0","0","2182","2182","1091","0","0","0","0","0"
"Argentina","2022-03-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4447","40023","4447","0","0","0","0","0","0","0","2224","0","0","0","0","0","2224","0","0","11118","0","2224","0","0","0","0","0","0","0","0","0","0","2224","0","2224","0","0","0","0","0"
"Argentina","2022-04-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3338","23360","3338","0","0","0","3338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","2022-04-17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19799"
