"location","date","variant","num_sequences","perc_sequences","num_sequences_total"
"Chile","2021-02-21","Epsilon (AFM)","0,2","0,06333298775266605","0,8666666666666667"
"Chile","2021-02-21","Gamma - P.1 (VOC)","0,4","0,043157534641108206","2,6"
"Chile","2021-02-21","Iota (VOI)","0,3333333333333333","0,08797219778962005","2,3333333333333335"
"Chile","2021-02-21","Lambda (VOI)","0,42857142857142855","0,08066927576660123","1,8571428571428572"
"Chile","2021-02-21","N (Lineage)","0,4375","0,08038683959465748","2,25"
"Chile","2021-02-21","Zeta - P.2 (AFM)","0,0","0,04308005484743312","0,0"
"Chile","2021-03-07","Alpha (VOC)","0,7142857142857143","0,13342387274664577","3,0"
"Chile","2021-03-07","B (Lineage)","0,6140350877192983","0,13330593179898723","1,6666666666666667"
"Chile","2021-03-07","B.1.1.519 (AFM)","0,09090909090909091","0,028865930099070493","0,7272727272727273"
"Chile","2021-03-07","C (Lineage)","0,5","0,02745169968207386","3,0"
"Chile","2021-03-07","Epsilon (AFM)","0,25","0,02734861854503734","1,25"
"Chile","2021-03-07","Gamma - P.1 (VOC)","0,29411764705882354","0,06529989965709833","1,8823529411764706"
"Chile","2021-03-07","Iota (VOI)","0,0","0,028500142492080886","0,0"
"Chile","2021-03-07","Lambda (VOI)","0,8571428571428571","0,11937526315548361","4,214285714285714"
"Chile","2021-03-07","N (Lineage)","0,17647058823529413","0,052423056871196645","1,3529411764705883"
"Chile","2021-03-07","Zeta - P.2 (AFM)","0,14285714285714285","0,02226651072347941","1,2857142857142858"
"Chile","2021-03-21","Alpha (VOC)","0,7857142857142857","0,09603582311638906","7,142857142857143"
"Chile","2021-03-21","B (Lineage)","0,8679245283018868","0,09666736262012174","5,226415094339623"
"Chile","2021-03-21","B.1.1.28","0,18181818181818182","0,024254984080139833","1,4545454545454546"
"Chile","2021-03-21","B.1.1.318 (AFM)","1,0","0,13207547169811323","11,0"
"Chile","2021-03-21","C (Lineage)","0,14285714285714285","0,02324574510233366","2,7142857142857144"
"Chile","2021-03-21","Epsilon (AFM)","0,3076923076923077","0,031474991872590216","3,076923076923077"
"Chile","2021-03-21","Gamma - P.1 (VOC)","1,6111111111111112","0,13365780064305105","6,722222222222222"
"Chile","2021-03-21","Lambda (VOI)","2,642857142857143","0,2579708993927799","9,214285714285714"
"Chile","2021-03-21","N (Lineage)","0,14285714285714285","0,014380400394721934","1,5714285714285714"
"Chile","2021-03-21","Zeta - P.2 (AFM)","0,2","0,028053682931121697","1,5"
"Chile","2021-04-04","A (Lineage)","0,375","0,039970776058092655","6,0"
"Chile","2021-04-04","Alpha (VOC)","1,5714285714285714","0,05967688033894463","11,642857142857142"
"Chile","2021-04-04","B (Lineage)","0,8936170212765957","0,053169305684466185","10,872340425531915"
"Chile","2021-04-04","B.1.1.28","0,14285714285714285","0,008187130909386107","3,2857142857142856"
"Chile","2021-04-04","C (Lineage)","0,2857142857142857","0,01690374282678675","7,428571428571429"
"Chile","2021-04-04","Epsilon (AFM)","0,2857142857142857","0,018409546380639602","8,0"
"Chile","2021-04-04","Gamma - P.1 (VOC)","2,9615384615384617","0,15968971157884176","11,23076923076923"
"Chile","2021-04-04","Iota (VOI)","0,14285714285714285","0,009485172802024456","0,7142857142857143"
"Chile","2021-04-04","Lambda (VOI)","6,5","0,372082944112071","18,071428571428573"
"Chile","2021-04-04","N (Lineage)","0,25","0,009666661333288076","4,75"
"Chile","2021-04-04","Zeta - P.2 (AFM)","0,3333333333333333","0,014698674481159631","5,444444444444445"
"Chile","2021-04-18","A (Lineage)","0,3333333333333333","0,012830822676137034","3,3333333333333335"
"Chile","2021-04-18","Alpha (VOC)","1,5","0,08302218412188364","18,571428571428573"
"Chile","2021-04-18","B (Lineage)","0,84","0,03333067667662406","14,56"
"Chile","2021-04-18","B.1.1.519 (AFM)","1,0","0,005514705882352941","12,0"
"Chile","2021-04-18","Beta (VOC)","0,18181818181818182","0,013428689287006128","5,2727272727272725"
"Chile","2021-04-18","C (Lineage)","0,23076923076923078","0,012307137441907494","6,384615384615385"
"Chile","2021-04-18","C.36.3 (AFM)","0,14285714285714285","0,015951656607740054","3,5714285714285716"
"Chile","2021-04-18","Epsilon (AFM)","0,14285714285714285","0,008242699889216993","2,5714285714285716"
"Chile","2021-04-18","Gamma - P.1 (VOC)","4,961538461538462","0,19879700853047602","14,653846153846153"
"Chile","2021-04-18","Iota (VOI)","0,23076923076923078","0,00855203524688765","8,923076923076923"
"Chile","2021-04-18","Lambda (VOI)","9,785714285714286","0,36872476959037676","24,642857142857142"
"Chile","2021-04-18","N (Lineage)","0,16666666666666666","0,00684382897951764","3,0"
"Chile","2021-04-18","Zeta - P.2 (AFM)","0,1111111111111111","0,007864417197097098","2,0"
"Chile","2021-05-02","A (Lineage)","0,5","0,007533670033670034","31,5"
"Chile","2021-05-02","Alpha (VOC)","1,2857142857142858","0,03978037934155721","19,714285714285715"
"Chile","2021-05-02","B (Lineage)","1,1587301587301588","0,03367650889807544","22,603174603174605"
"Chile","2021-05-02","B.1.1.28","0,14285714285714285","0,004305705922485606","7,285714285714286"
"Chile","2021-05-02","C (Lineage)","0,3","0,005162091509529539","10,75"
"Chile","2021-05-02","Epsilon (AFM)","0,23076923076923078","0,00541884394695649","8,23076923076923"
"Chile","2021-05-02","Gamma - P.1 (VOC)","6,05","0,15643372066599126","22,975"
"Chile","2021-05-02","Iota (VOI)","0,3333333333333333","0,004831756669181547","8,0"
"Chile","2021-05-02","Lambda (VOI)","11,285714285714286","0,3280091817763435","36,857142857142854"
"Chile","2021-05-02","N (Lineage)","1,0","0,004118616144975288","24,0"
"Chile","2021-05-02","Other","1,375","0,028849102170558614","31,5"
"Chile","2021-05-02","Zeta - P.2 (AFM)","1,0","0,0036764705882352936","26,0"
"Chile","2021-05-16","Alpha (VOC)","1,5714285714285714","0,03567137580088961","31,928571428571427"
