"location","date","A (Lineage)","A.2.5","AD (Lineage)","AY (Lineage)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (ECDC VUM)","B.1.1.519 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.623 (PHE VUI)","Beta (WHO VOC)","C (Lineage)","C.1.2 (WHO AFM)","C.36 (ECDC VUM)","Delta (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.107 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.11 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.116.1 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.13 (WHO VOC)","Delta - AY.17 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.1 (WHO VOC)","Delta - AY.4.2.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.2 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.3 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.49 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.1 (WHO VOC)","Delta - AY.5.3 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.65 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.76 (WHO VOC)","Delta - AY.77 (WHO VOC)","Delta - AY.83 (WHO VOC)","Delta - AY.87 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.93 (WHO VOC)","Delta - AY.94 (WHO VOC)","Delta - AY.95 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Eta (WHO FMV)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.10.1 (WHO VOC)","Gamma - P.1.11 (WHO VOC)","Gamma - P.1.12 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.3 (WHO VOC)","Gamma - P.1.4 (WHO VOC)","Gamma - P.1.5 (WHO VOC)","Gamma - P.1.6 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.8 (WHO VOC)","Gamma - P.1.9 (WHO VOC)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Other","P (Lineage)","P.7","Zeta - P.2 (WHO FMV)"
"Brazil","2021-03-21","0,0","0,0","0,0","0,0","3,8501026694045177","0,0","0,7700205338809034","0,0","1,48870636550308","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1540041067761807","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,051334702258726904","0,0","57,95687885010267","0,4620123203285421","0,3080082135523614","0,0","0,0","0,5646817248459959","20,37987679671458","3,234086242299795","0,0","0,3080082135523614","2,0533880903490758","0,051334702258726904","0,10266940451745381","0,0","0,0","0,10266940451745381","0,0","0,10266940451745381","0,0","0,0","0,051334702258726904","0,0","0,3080082135523614","1,4373716632443532","0,25667351129363447","6,006160164271048"
"Brazil","2021-04-04","0,0","0,0","0,0","0,0","5,32565671104714","0,035984166966534725","0,2878733357322778","0,0","1,043540842029507","0,10795250089960418","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,035984166966534725","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","59,69773299748111","0,17992083483267363","0,2878733357322778","0,0","0,0","0,2878733357322778","24,865059373875496","0,6117308384310903","0,035984166966534725","0,1439366678661389","1,1155091759625764","0,0","0,07196833393306945","0,035984166966534725","0,035984166966534725","0,10795250089960418","0,0","0,0","0,0","0,0","0,10795250089960418","0,0","0,21590500179920835","1,547319179560993","0,07196833393306945","3,7423533645196114"
"Brazil","2021-04-18","0,0","0,0","0,0","0,0","3,453815261044177","0,02677376171352075","0,1606425702811245","0,0","0,45515394912985274","0,0535475234270415","0,0","0,0","0,0","0,0","0,0","0,0","0,08032128514056225","0,0","0,0","0,0","0,02677376171352075","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,02677376171352075","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","63,42704149933066","0,6157965194109772","0,9103078982597055","0,0","0,0","0,48192771084337355","24,337349397590362","0,3748326639892905","0,0","0,24096385542168677","1,392235609103079","0,0","0,18741633199464525","0,02677376171352075","0,13386880856760375","0,29451137884872824","0,0","0,02677376171352075","0,0","0,0","0,08032128514056225","0,0","0,18741633199464525","1,5528781793842035","0,0","1,4457831325301205"
"Brazil","2021-05-02","0,0","0,02679528403001072","0,0","0,0","2,304394426580922","0,0","0,10718113612004287","0,0","0,18756698821007503","0,08038585209003216","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,08038585209003216","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,08038585209003216","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","71,08788853161843","0,37513397642015006","0,2411575562700965","0,0","0,0","0,29474812433011793","19,45337620578778","0,08038585209003216","0,1339764201500536","0,08038585209003216","1,5809217577706325","0,05359056806002144","0,5894962486602359","0,05359056806002144","0,34833869239013937","0,9914255091103965","0,0","0,02679528403001072","0,0","0,0","0,10718113612004287","0,0","0,02679528403001072","1,2057877813504823","0,0","0,40192926045016075"
"Brazil","2021-05-16","0,0","0,0","0,0","0,0","2,1415270018621975","0,0","0,06207324643078833","0,0","0,0","0,12414649286157665","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,06207324643078833","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2482929857231533","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","69,89447548106766","0,5586592178770949","0,5896958410924891","0,031036623215394164","0,06207324643078833","1,0552451893234016","18,373680943513346","0,27932960893854747","0,0931098696461825","0,15518311607697083","1,6139044072004967","0,2482929857231533","0,6517690875232774","0,0","0,8379888268156425","1,5518311607697082","0,06207324643078833","0,31036623215394166","0,031036623215394164","0,0","0,0","0,0","0,06207324643078833","0,8069522036002483","0,0","0,0931098696461825"
"Brazil","2021-05-30","0,0","0,0","0,0","0,0","2,3267326732673266","0,0","0,07425742574257425","0,0","0,42079207920792083","0,024752475247524754","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,04950495049504951","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,024752475247524754","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,024752475247524754","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","71,55940594059406","0,9653465346534653","0,42079207920792083","0,0","0,07425742574257425","0,9158415841584158","14,653465346534652","0,024752475247524754","0,04950495049504951","0,024752475247524754","1,1386138613861385","0,39603960396039606","1,188118811881188","0,09900990099009901","1,188118811881188","2,9702970297029703","0,024752475247524754","0,17326732673267328","0,1485148514851485","0,0","0,0","0,0","0,09900990099009901","0,891089108910891","0,0","0,04950495049504951"
"Brazil","2021-06-13","0,0","0,0","0,0","0,0","1,4573767219005789","0,0","0,13974845278498702","0,0","0,17967658215212617","0,059892194050708725","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,019964064683569573","0,0","0,11978438810141745","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,07985625873427829","0,0","73,76721900578957","0,5789578758235177","0,31942503493711316","0,0","0,0","0,8384907167099223","12,777001397484527","0,09982032341784787","0,059892194050708725","0,2595328408864045","1,038131363545618","0,019964064683569573","0,9582751048113396","0,019964064683569573","0,798562587342783","4,631663006588141","0,2595328408864045","0,4791375524056698","0,11978438810141745","0,0","0,019964064683569573","0,0","0,019964064683569573","0,8784188460770612","0,0","0,0"
"Brazil","2021-06-27","0,0","0,0","0,0","0,0","1,7342342342342343","0,0","0,06756756756756757","0,0","0,02252252252252252","0,02252252252252252","0,0","0,0","0,0","0,0","0,0","0,02252252252252252","0,0","0,0","0,0","0,0","0,0","0,0","0,45045045045045046","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,02252252252252252","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,04504504504504504","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,04504504504504504","0,4954954954954955","0,0","71,77927927927928","0,24774774774774774","0,4954954954954955","0,02252252252252252","0,15765765765765766","0,4279279279279279","11,463963963963963","0,04504504504504504","0,09009009009009009","0,04504504504504504","0,8558558558558558","0,0","2,1621621621621623","0,02252252252252252","1,7567567567567568","5,743243243243244","0,36036036036036034","0,7657657657657657","0,04504504504504504","0,02252252252252252","0,0","0,0","0,11261261261261261","0,45045045045045046","0,0","0,0"
"Brazil","2021-07-11","0,0","0,0","0,0","0,0","0,8683068017366137","0,0","0,12662807525325614","0,0","0,054269175108538355","0,12662807525325614","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01808972503617945","0,0","0,9768451519536903","0,01808972503617945","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01808972503617945","0,0","0,0","0,0","0,0","0,0","0,0","0,054269175108538355","0,0","0,0","0,0","0,0","0,01808972503617945","0,0","0,0","0,0","0,01808972503617945","0,0","0,0","0,01808972503617945","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01808972503617945","0,0","0,0","0,0","0,0","0,0","0,1808972503617945","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01808972503617945","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,09044862518089725","3,8892908827785817","0,0","69,22937771345875","0,2532561505065123","0,1447178002894356","0,0","0,16280752532561504","0,7054992764109985","9,605643994211288","0,1808972503617945","0,054269175108538355","0,0361794500723589","0,9587554269175109","0,01808972503617945","2,098408104196816","0,0361794500723589","0,8321273516642547","7,199710564399421","0,6150506512301013","1,1034732272069465","0,0361794500723589","0,054269175108538355","0,0","0,0","0,0361794500723589","0,09044862518089725","0,0","0,0361794500723589"
"Brazil","2021-07-25","0,0","0,0","0,0","0,0","0,600375234521576","0,0","0,01876172607879925","0,0","0,01876172607879925","0,13133208255159476","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0375234521575985","0,0","2,4953095684803","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01876172607879925","0,0","0,0","0,0","0,0","0,0","0,0","0,18761726078799248","0,0","0,01876172607879925","0,0","0,0","0,01876172607879925","0,0","0,0","0,0","0,0","0,0","0,0375234521575985","0,0","0,0","0,0","0,01876172607879925","0,01876172607879925","0,0","0,0","0,0","0,0","0,0","0,0","0,0375234521575985","0,0","0,0","0,0","0,0","0,0","0,0","0,01876172607879925","0,075046904315197","0,0375234521575985","0,05628517823639775","0,0","0,0","0,0375234521575985","0,0","0,0","0,4878048780487805","0,0","0,0","0,0375234521575985","0,0375234521575985","0,0","0,0","0,0","0,0","0,05628517823639775","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,05628517823639775","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,225140712945591","6,566604127579738","0,0","61,069418386491556","0,3939962476547843","0,150093808630394","0,0375234521575985","0,4878048780487805","0,7879924953095686","8,911819887429644","0,5816135084427768","0,1125703564727955","0,13133208255159476","0,6754221388367729","0,0","2,7016885553470917","0,0","1,125703564727955","9,287054409005629","1,0318949343339587","0,8067542213883677","0,01876172607879925","0,075046904315197","0,0","0,0","0,075046904315197","0,150093808630394","0,0","0,0375234521575985"
"Brazil","2021-08-08","0,0","0,0","0,0","0,0","0,23050326546292738","0,0","0,0384172109104879","0,0","0,057625816365731844","0,0768344218209758","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,057625816365731844","0,1536688436419516","3,1502112946600076","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01920860545524395","0,01920860545524395","0,0","0,0","0,01920860545524395","0,0","0,057625816365731844","0,0","0,01920860545524395","0,057625816365731844","0,0","0,01920860545524395","0,0","0,0","0,0384172109104879","0,1536688436419516","0,0","0,0","0,057625816365731844","0,21129466000768343","0,0384172109104879","0,0","0,13446023818670766","0,1920860545524395","0,13446023818670766","0,0","0,0","0,09604302727621974","0,0768344218209758","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0768344218209758","0,5762581636573185","0,44179792547061086","0,46100653092585475","0,0","0,057625816365731844","0,0","0,0","0,0","1,3638109873223205","0,057625816365731844","0,0","0,21129466000768343","0,01920860545524395","0,0","0,0384172109104879","0,01920860545524395","0,0","0,057625816365731844","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,01920860545524395","0,0","0,0","0,0","0,0","0,0","0,01920860545524395","0,01920860545524395","1,3253937764118324","19,34306569343066","0,0","43,79562043795621","0,5186323472915867","0,11525163273146369","0,057625816365731844","0,4994237418363427","0,8451786400307337","6,646177487514407","0,11525163273146369","0,057625816365731844","0,13446023818670766","0,6530925854782943","0,0","2,727621974644641","0,0","0,7299270072992701","12,082212831348444","0,9028044563964657","0,6915097963887822","0,0","0,09604302727621974","0,0","0,0","0,057625816365731844","0,0384172109104879","0,0","0,01920860545524395"
"Brazil","2021-08-22","0,0","0,0","0,0","0,0","0,21908471275559885","0,0","0,1460564751703992","0,0","0,0","0,024342745861733205","0,0","0,0","0,0","0,0","0,0","0,0","0,024342745861733205","0,0","0,0","0,0","0,09737098344693282","0,17039922103213243","6,2560856864654335","0,04868549172346641","0,0","0,024342745861733205","0,0","0,0","0,0","0,0","0,024342745861733205","0,024342745861733205","0,19474196689386564","0,0","0,024342745861733205","0,0","0,0","0,04868549172346641","0,0","0,21908471275559885","0,04868549172346641","0,024342745861733205","0,0","0,0","0,0","0,0","0,19474196689386564","0,0","0,0","0,09737098344693282","0,3894839337877313","0,024342745861733205","0,0","0,0","0,21908471275559885","0,8519961051606622","0,0","0,024342745861733205","0,4868549172346641","0,0","0,024342745861733205","0,024342745861733205","0,0730282375851996","0,0","0,0","0,0","0,0","0,0","0,0","0,26777020447906524","1,2901655306718598","0,6085686465433301","1,557935735150925","0,0","0,024342745861733205","0,0","0,0","0,0","3,8461538461538463","0,024342745861733205","0,0","0,4868549172346641","0,09737098344693282","0,0","0,0","0,0","0,0","0,12171372930866603","0,0","0,0","0,0","0,0","0,024342745861733205","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,024342745861733205","0,0","0,04868549172346641","0,09737098344693282","0,024342745861733205","3,1645569620253164","43,93865628042843","0,0","16,86952288218111","0,0730282375851996","0,024342745861733205","0,024342745861733205","0,26777020447906524","0,26777020447906524","1,0467380720545278","0,12171372930866603","0,024342745861733205","0,0","0,21908471275559885","0,0","3,6270691333982477","0,0","1,89873417721519","8,227848101265822","0,8763388510223954","0,4868549172346641","0,024342745861733205","0,12171372930866603","0,0","0,0","0,04868549172346641","0,0730282375851996","0,0","0,0"
"Brazil","2021-09-05","0,0","0,0","0,0","0,018501387604070305","0,09250693802035154","0,0","0,018501387604070305","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,12950971322849214","0,44403330249768735","4,939870490286771","0,018501387604070305","0,07400555041628122","0,018501387604070305","0,0","0,018501387604070305","0,0","0,0","0,0","0,018501387604070305","0,2960222016651249","0,0","0,0","0,0","0,0","0,0","0,018501387604070305","0,09250693802035154","0,16651248843663274","0,03700277520814061","0,03700277520814061","0,018501387604070305","0,0","0,0","0,05550416281221092","0,0","0,0","0,12950971322849214","0,9435707678075855","0,09250693802035154","0,0","0,018501387604070305","0,46253469010175763","2,5161887141535613","0,0","0,018501387604070305","1,091581868640148","0,0","0,0","0,0","0,018501387604070305","0,0","0,0","0,0","0,0","0,0","0,0","0,37002775208140615","3,5892691951896394","1,3135985198889917","2,960222016651249","0,0","0,12950971322849214","0,0","0,03700277520814061","0,0","4,939870490286771","0,03700277520814061","0,018501387604070305","0,5550416281221091","0,0","0,018501387604070305","0,0","0,0","0,018501387604070305","0,5180388529139686","0,0","0,03700277520814061","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,05550416281221092","0,0","0,0","0,018501387604070305","0,0","0,0","0,11100832562442184","0,14801110083256244","3,163737280296022","53,672525439407956","0,0","5,827937095282146","0,0","0,018501387604070305","0,0","0,18501387604070307","0,018501387604070305","0,2590194264569843","0,018501387604070305","0,0","0,018501387604070305","0,09250693802035154","0,0","2,368177613320999","0,018501387604070305","0,9805735430157262","6,1979648473635525","0,2590194264569843","0,11100832562442184","0,0","0,018501387604070305","0,0","0,0","0,09250693802035154","0,0","0,0","0,0"
"Brazil","2021-09-19","0,0","0,017677214071062403","0,0","0,0","0,0","0,0","0,1237404984974368","0,0","0,017677214071062403","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,44193035177656","0,9899239879794944","6,240056567085028","0,0","0,035354428142124805","0,088386070355312","0,0","0,017677214071062403","0,0","0,0","0,0","0,0","0,5656708502739969","0,0","0,017677214071062403","0,05303164221318721","0,0","0,0","0,0","0,42425313770549766","0,14141771256849922","0,0","0,035354428142124805","0,0","0,0","0,0","0,1237404984974368","0,0","0,0","0,07070885628424961","0,6540569206293088","0,4772847799186848","0,0","0,07070885628424961","0,4772847799186848","3,570797242354605","0,0","0,0","1,502563196040304","0,0","0,05303164221318721","0,0","0,05303164221318721","0,0","0,0","0,0","0,0","0,017677214071062403","0,0","0,6010252784161216","4,2955630192681635","1,3611454834718049","2,474809969948736","0,0","0,14141771256849922","0,0","0,035354428142124805","0,0","4,808202227328973","0,176772140710624","0,017677214071062403","0,7777974191267456","0,0","0,017677214071062403","0,017677214071062403","0,0","0,0","0,40657592363443523","0,0","0,0","0,0","0,0","0,0","0,017677214071062403","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,035354428142124805","0,0","0,0","0,10606328442637442","0,07070885628424961","3,53544281421248","55,400388898709565","0,0","3,1818985327912324","0,035354428142124805","0,088386070355312","0,0","0,035354428142124805","0,035354428142124805","0,1944493547816864","0,017677214071062403","0,017677214071062403","0,017677214071062403","0,05303164221318721","0,0","1,007601202050557","0,017677214071062403","0,3005126392080608","3,4647339579282304","0,1944493547816864","0,035354428142124805","0,0","0,017677214071062403","0,0","0,0","0,6894113487714336","0,017677214071062403","0,0","0,0"
"Brazil","2021-10-03","0,0","0,0","0,0","0,0","0,0","0,0","0,06838386140870754","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,20515158422612262","2,0743104627307956","6,906770002279463","0,022794620469569184","0,1367677228174151","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6838386140870755","0,022794620469569184","0,022794620469569184","0,04558924093913837","0,0","0,0","0,0","0,25074082516526097","0,22794620469569182","0,0","0,022794620469569184","0,022794620469569184","0,0","0,0","0,04558924093913837","0,022794620469569184","0,0","0,2963300661043994","1,0029633006610439","0,9801686801914749","0,022794620469569184","0,022794620469569184","0,7066332345566446","4,900843400957374","0,06838386140870754","0,0","1,6868019147481195","0,0","0,04558924093913837","0,0","0,1367677228174151","0,0","0,0","0,0","0,0","0,0","0,0","0,7294278550262139","5,881012081148849","2,028721221791657","3,282425347617962","0,022794620469569184","0,04558924093913837","0,0","0,1367677228174151","0,022794620469569184","4,536129473444267","0,06838386140870754","0,0","0,45589240939138365","0,022794620469569184","0,06838386140870754","0,022794620469569184","0,0","0,0","0,20515158422612262","0,0","0,0","0,022794620469569184","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,04558924093913837","0,06838386140870754","0,0","0,0","0,0","0,04558924093913837","0,04558924093913837","0,06838386140870754","1,9375427399133802","54,61591064508776","0,0","1,2309095053567358","0,022794620469569184","0,09117848187827673","0,0","0,11397310234784591","0,0","0,06838386140870754","0,04558924093913837","0,022794620469569184","0,0","0,04558924093913837","0,0","0,5242762708000912","0,0","0,25074082516526097","1,9147481194438112","0,20515158422612262","0,04558924093913837","0,0","0,0","0,0","0,0","0,3875085479826761","0,0","0,0","0,0"
